No,Case Types,User Grouping_New,User Grouping_Old,Segment,Product,Sub Product,Case Category,Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Suggestion,Suggestion - Breakdown,Level of Effort,"Range of Days 
(Actual SLA)","Actual SLA
(days)","Target SLA 
(days)",BRI Notes,Team Name,T1 - Agent CCT/Frontliner,T2.1 - Supporting Unit,T2.2 - Supporting Unit,T2.3 - Supporting Unit,T3.1 - Product Owner,T3.2 - Product Owner,T3.3 - Product Owner,T4.1 - Technical Team,T4.2 - Technical Team,T4.3 - Technical Team,T5.1 - Third Party,T5.2 - Third Party,T5.3 - Third Party,Total SLA,New SLA,Status,GIC,Maker,Checker,Signer,Courtesy Awal,Kebutuhan Data,Jenis Produk dan atau Layanan LKPBU,Kategori Permasalahan LKPBU,Jenis Transaksi LKPBU,Penyebab Pengaduan LKPBU,Jenis Produk LBUT,Sandi Jenis  Produk LBUT,Sebab Pengaduan LBUT,Sandi Penyebab LBUT
158.0,8207,Resolution Center,Service & Contact Center - CCT,Individu Umum,Servicing,Kartu Debit,Inquiry,Status kartu ATM [status kartu Debit],Nasabah Menanyakan Informasi Status Kartu Debit,1.0,"1. Enable/Disable
2. Kartu Rusak
3. Kartu Close
4. Kartu Aktif
5. Kartu Belum Aktif
6. Kartu Blokir",,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,,,"Sub: Enable/Disable, Kartu Rusak, Kartu Close, Kartu Aktif, Kartu Belum Aktif, Kartu Blokir",T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,1A,Regular Banking,,,,,ATM dan/atau Kartu Debet,AD,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
159.0,8209,Resolution Center,Service & Contact Center - CCT,UMKM,Servicing,Mobile Banking,Inquiry,Nasabah Menanyakan Informasi mengenai UKER SENYUM & SENYUM MOBILE,Nasabah Menanyakan Informasi mengenai UKER SENYUM & SENYUM MOBILE,,,,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,,20.0,New Case Type -,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,1A,Regular Banking,,,,,Lainnya,XX,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
160.0,8210,Resolution Center,Service & Contact Center - CCT,Individu Umum,Savings,Tabungan,Inquiry,Pembukaan Rekening,Nasabah Menanyakan Informasi Syarat & Ketentuan Pembukaan Rekening,,,,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,,20.0,Potential leads for revenue generation,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,1A,Regular Banking,,,,,Lainnya,XX,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
161.0,8212,Resolution Center,Service & Contact Center - CCT,Individu Umum,Savings,Tabungan,Inquiry,Saldo di ATM/Mobile Banking/Internet Banking berbeda dengan Buku Tabungan,Nasabah Komplain Saldo/Transaksi pada Buku Tabungan berbeda dengan Informasi pada E-channel,,,,,Move to Resolution Center,,Very Low,0 ~ 2,,,,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CRC,,,,1A,Regular Banking,Electronic Banking,,,Pemahaman karakteristik produk oleh Konsumen,ATM dan/atau Kartu Debet,AD,Lainnya,999.0
162.0,8222,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Komplain RTGS/Kliring IB,Nasabah Komplain Transaksi RTGS Melalui E-Channel,,,,,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,1.0,3.0,Sub: RTGS,"T2.1 - NFT(ISSUER), Include POD(SRK)",1.0,3.0,,,,,,,,,,,,4.0,3.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1B,Regular Banking,RTGS,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,RTGS,SI,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
163.0,8226,Resolution Center,Service & Contact Center - CRS,"Individu Umum, Individu Priority & Private",Transaction Banking,Transaction Solution,Complaint - Transaction,BRIfast Remittance - Transfer Internasional (Gagal Transfer International namun saldo tetap berkurang),Nasabah Komplain Gagal Transfer International (BRIFast Remmitance),1.0,"1. Selisih Kurs Refund
2. Dana tidak diterima di rekening tujuan
3. Salah Transfer",,,No Change,Move to INT. TBC sementara di CRS dulu,Low,3 ~ 5,2.0,10.0,"Sub: Selisih Kurs Refund, Dana tidak diterima di rekening tujuan, Salah Transfer Note: Butuh konfirmasi dgn POD terkait penggunaan DiO. TBC","T2.1 - CRS , Include POD(RSP), Include POD(ORC)",1.0,3.0,,,,,,,,,,,,4.0,3.0,Done,LCC-CRC,,,,1B,Regular Banking,Remitance,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Remitansi,RT,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
164.0,8227,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,"Transfer BI fast gagal, Rekening terdebet",Nasabah Komplain Gagal Transfer BI-Fast dan saldo berkurang,,,,,Move to Resolution Center,Stay in NFT,Low,3 ~ 5,3.0,10.0,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include Bank Peserta BI-FAST",1.0,5.0,,,,,,,,,,,,6.0,5.0,Partially Done,LCC-ISSUER,Agent,Supervisor,Manager,1B,Regular Banking,Electronic Banking,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Kliring,KR,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
165.0,8229,Funding & Retail Payment,Funding & Retail Payment,Individu Umum,Savings,Tabungan,Complaint - Transaction,BRIPOIN (Sudah tukar poin namun belum mendapatkan benefit yang seharusnya),Nasabah Komplain Terkait Permasalahan Penukaran BRIPOIN,1.0,"1. Jumlah poin tidak sesuai
2. Voucher/Penukaran tidak dapat digunakan
3. Voucher/Penukaran Tidak Diterima
4. Gagal Registrasi",,,No Change,,Extremely High,21 ~ 70,35.0,7.0,"Add new call type untuk informasi, Notes: Request user untuk GIC-FST, Sub: Jumah poin tidak sesuai, Voucher/Penukaran tidak dapat digunakan, Voucher/Penukaran Tidak Diterima, Gagal Registrasi",T3.1 - FST(OPC),1.0,,,,7.0,,,,,,,,,8.0,7.0,Partially Done,MAS-BNKNG,,,,1B,Regular Banking,Electronic Banking,,,Lainnya : Informasi Promo dan Hadiah,Delivery Channel - Internet banking,IB,Lainnya,999.0
166.0,8304,Resolution Center,Funding & Retail Payment,Individu Umum,Savings,Tabungan,Complaint - Non-Transaction,Informasi Program Hadiah (Funding),Nasabah Komplain Terkait Program Hadiah yang belum diterima,,,,,Move to Resolution Center,Move to CCT,Extremely High,21 ~ 70,37.0,20.0,,"T2.1 - CRS, Include Product Owner",1.0,6.0,,,,,,,,,,,,7.0,6.0,Done,RPT-ACQ,,,,1B,Regular Banking,Produk Lainnya,,,Lainnya : Informasi Promo dan Hadiah,Lainnya,XX,Lainnya,999.0
167.0,8401,Distribution Network,Distribution Network,All,Transaction Banking,Transaction Solution,Platform & Device Support,Status mesin ATM/CDM/CRM tidak bisa digunakan / Offline,Nasabah Komplain Mesin ATM/CDM/CRM tidak bisa digunakan,,,,,No Change,,Very Low,0 ~ 2,1.0,,CHM perlu terintegrasi (mirroring) dengan Portal Echannel untuk create/update ticket ke vendor,"T2.1 - DNR, T2.2 - Branch(Uker) include Vendor",1.0,1.0,2.0,,,,,,,,,,,4.0,3.0,Done,DNR - EOM,,,,1B,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,ATM dan/atau Kartu Debet,AD,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
168.0,8403,Distribution Network,Distribution Network,Individu Umum,Servicing,Servicing - Layanan Cabang,Customer Feedback / Sentiment Monitoring,Kondisi galery mesin ATM/CRM BRI,Nasabah Komplain Kondisi Fasilitas ATM/CRM BRI,1.0,"1. Kebersihan
2. Tampilan
3. CCTV,
4. AC
5. UPS",,,No Change,,,,,20.0,"New Case Type - Sub: Kebersihan, Tampilan, CCTV, AC, UPS","T2.1 - DNR, T2.2 - Branch(Uker) include Vendor",1.0,1.0,,,2.0,,,,,,,,,4.0,3.0,Done,DNR - IOM,,,,1B,Regular Banking,Kartu ATM/Debit/Mesin ATM,Kegagalan/keterlambatan/ketidaksesuaian transaksi (mis: tarik/setor),Terkait Sistem Pembayaran,Gangguan / kerusakan perangkat dan sistem teknologi informasi,ATM dan/atau Kartu Debet,AD,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
169.0,8404,Funding & Retail Payment,Funding & Retail Payment,Individu Umum,Servicing,Kartu Debit,Platform & Device Support,Gagal Transaksi Debit Online,Nasabah Komplain Gagal Transaksi Debit Online,,,,,No Change,,Very Low,0 ~ 2,1.0,1.0,,T3.1 - FST(TSC),1.0,,,,1.0,,,,,,,,,2.0,1.0,Done,RPT-IRM,,,,1B,Regular Banking,Electronic Banking,Lain-Lain : Transaksi Debit Online,Terkait Sistem Pembayaran,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Uang Elektronik,UE,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
170.0,8405,Resolution Center,Service & Contact Center - CCT,Individu Umum,Servicing,Kartu Debit,Request,Kartu ATM BRI Tertelan di MESIN ATM (Nasabah request untuk blokir kartu),Nasabah Mengajukan Pemblokiran Kartu Debit,1.0,"1. Kartu Tertelan
2. Kartu Hilang",,,Move to Resolution Center,,Very Low,0 ~ 2,,,"Sub: Kartu Tertelan, Kartu Hilang",T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CCTCALL,,,,1A,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,ATM dan/atau Kartu Debet,AD,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
171.0,8409,Resolution Center,Service & Contact Center - CCT,Individu Umum,Servicing,Kartu Debit,Complaint - Non-Transaction,Kartu ATM Bank Lain Tertelan di ATM BRI,Nasabah Bank Lain Komplain Terkait Kartu Debit Tertelan di ATM BRI,,,,,Move to Resolution Center,,Very Low,0 ~ 2,,2.0,Perlu diskusi lanjutan antara CCT & POD,"T3.1 - DNR, T2.1 - Branch(Uker), Include Third Party",1.0,1.0,,,2.0,,,,,,,,,4.0,3.0,Done,LCC-CCTCALL,,,,1B,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,ATM dan/atau Kartu Debet,AD,Lainnya,999.0
172.0,8410,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Kegagalan TAC / Transfer Lainnya Lewat BRI,Agen BRILink Komplain Gagal Transaksi Tarik Tunai & Transfer ke BRI,,,,,Move to Resolution Center,Stay in NFT,Low,3 ~ 5,2.0,10.0,"Dekripsi belum final, Penambahan Call type terkait transaksi pindah buku (antar BRI)","T2.1 - NFT(ISSUER), T2.2 - Branch(Uker)",1.0,2.0,5.0,,,,,,,,,,,8.0,7.0,Partially Done,LCC-ISSUER,Agent,Supervisor,Manager,1B,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,ATM dan/atau Kartu Debet,AD,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
173.0,8411,Resolution Center,Service & Contact Center - CRS,All,Transaction Banking,Transaction Solution,Request,Salah Transfer antar BRI,Nasabah Mengajukan Permohonan Pengembalian Dana (Refund) akibat Salah Transfer antar BRI,,,1,"1. surat pernyataan (matrai)
2. ktp",Move to Resolution Center,,Medium,6 ~ 10,5.0,10.0,,"T2.1 - CRS, T2.2 - Branch(Uker)",1.0,2.0,5.0,,,,,,,,,,,8.0,7.0,Done,LCC-CRC,,,,1C,Regular Banking,Tabungan,,,Kelalaian Konsumen,Transfer Dana,RM,Salah Transfer,50.0
174.0,8412,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,"Nasabah BRI Gagal Transaksi Belanja di EDC BRI, Saldo Rekening Berkurang",Nasabah Komplain Gagal Pembayaran di EDC BRI dan saldo berkurang,,,,,Move to Resolution Center,Stay in NFT,Medium,6 ~ 10,6.0,9.0,,"T2.1 - NFT(ISSUER), T3.1 - FST(MCO), T4.1 - NFT(ISSUER), Include POD",1.0,1.0,,,7.0,,,1.0,,,,,,10.0,9.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1B,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Lainnya,XX,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
175.0,8413,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal tarik tunai & terdebet di ATM Link,Nasabah Komplain Gagal Tarik Tunai & Saldo Berkurang di ATM/CRM Link,,,,,Move to Resolution Center,Stay in NFT,Low,3 ~ 5,4.0,5.0,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include RINTIS",1.0,5.0,,,,,,,,,,,,6.0,5.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1B,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,ATM dan/atau Kartu Debet,AD,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
176.0,8414,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal tarik tunai & terdebet di ATM Bersama,Nasabah Komplain Gagal Tarik Tunai & Saldo Berkurang di ATM/CRM Bersama,,,,,Move to Resolution Center,Stay in NFT,Low,3 ~ 5,4.0,7.0,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include ARTAJASA",1.0,7.0,,,,,,,,,,,,8.0,7.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1B,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,ATM dan/atau Kartu Debet,AD,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
177.0,8415,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal tarik tunai & terdebet di ATM Cirrus,Nasabah Komplain Gagal Tarik Tunai & Saldo Berkurang di ATM/CRM Cirrus,,,,,Move to Resolution Center,Stay in NFT,Medium,6 ~ 10,7.0,45.0,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include CIRRUS",1.0,21.0,,,,,,,,,,,,22.0,21.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1B,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,ATM dan/atau Kartu Debet,AD,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
178.0,8416,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,"Nasabah BRI Gagal Transaksi Belanja di EDC Bank Lain atau melalui QRIS BRImo, Saldo Rekening Berkurang",Nasabah Komplain Gagal Pembayaran di EDC Bank Lain dan saldo berkurang,,,,,Move to Resolution Center,Stay in NFT,High,11 ~ 15,11.0,14.0,Untuk QRIS di buatkan Call Type Baru,T2.1 - NFT(ISSUER),1.0,10.0,,,,,,,,,,,,11.0,10.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1B,Regular Banking,Electronic Banking,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,ATM dan/atau Kartu Debet,AD,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
179.0,8418,Operational Risk,Operational Risk,Individu Umum,Servicing,Transaction Solution,Fraud / Suspicious Transactions,sanggahan transaksi/tidak merasa bertransaksi (dengan kartu ),Nasabah Melaporkan Sanggahan Transaksi Kartu Debit,1.0,"1. Indikasi adanya fraud internal
2. Non Fraud Internal",,,No Change,,Low,3 ~ 5,2.0,10.0,Sub: indikasi adanya fraud internal,T2.1 - ORD(FBI),1.0,10.0,,,,,,,,,,,,11.0,10.0,Partially Done,LCC-FBI,,,,1B,Regular Banking,ATM,,,Kelalaian Konsumen,ATM dan/atau Kartu Debet,AD,Usaha pengambilan data secara ilegal - Skimming,63.0
180.0,8419,Operational Risk,Operational Risk,Individu Umum,Servicing,Transaction Solution,Fraud / Suspicious Transactions,sanggahan transaksi/tidak merasa bertransaksi ( tanpa kartu ),Nasabah Melaporkan Sanggahan Transaksi Non-Kartu,1.0,"1. Indikasi adanya fraud internal
2. Non Fraud Internal",,,No Change,,Low,3 ~ 5,2.0,14.0,Sub: indikasi adanya fraud internal,T2.1 - ORD(FBI),1.0,10.0,,,,,,,,,,,,11.0,10.0,Partially Done,LCC-FBI,,,,1B,Regular Banking,Electronic Banking,,,Kelalaian Konsumen,Delivery Channel - Internet Banking,IB,Usaha pengambilan data secara ilegal - Lainnya,69.0
181.0,8425,Resolution Center,Service & Contact Center - CCT,All,Servicing,Mobile Banking,Request,Pen-delete-an Status Registrasi Layanan yang Ada di BRI,Nasabah Mengajukan Penghapusan Layanan BRImo,,,,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,,,Change GIC to CCT,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,Done,LCC-CRC,,,,1A,Regular Banking,Electronic Banking,,,Kelalaian Konsumen,ATM dan/atau Kartu Debet,AD,Usaha pengambilan data secara ilegal - Lainnya,69.0
182.0,8426,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Link Terdebet Tarik Tunai di ATM BRI,Nasabah Jaringan LINK Gagal Tarik Tunai dan Saldo Berkurang di ATM/CRM BRI,,,,,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,,,,"T2.1 - NFT(ACQUIRER), T2.2 - Branch(Uker)",1.0,2.0,3.0,,,,,,,,,,,6.0,5.0,Done,LCC-ACQ,Agent,Supervisor,Manager,1B,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,ATM dan/atau Kartu Debet,AD,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
183.0,8427,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah ATM Bersama Terdebet Tarik Tunai di ATM BRI,Nasabah Jaringan BERSAMA Gagal Tarik Tunai dan Saldo Berkurang di ATM/CRM BRI,,,,,Move to Resolution Center,Stay in NFT,Low,3 ~ 5,3.0,,,"T2.1 - NFT(ACQUIRER), T2.2 - Branch(Uker)",1.0,2.0,3.0,,,,,,,,,,,6.0,5.0,Done,LCC-ACQ,Agent,Supervisor,Manager,1B,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,ATM dan/atau Kartu Debet,AD,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
184.0,8428,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Prima Terdebet Tarik Tunai di ATM BRI,Nasabah Jaringan PRIMA Gagal Tarik Tunai dan Saldo Berkurang di ATM/CRM BRI,,,,,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,,,,"T2.1 - NFT(ACQUIRER), T2.2 - Branch(Uker)",1.0,2.0,3.0,,,,,,,,,,,6.0,5.0,Done,LCC-ACQ,Agent,Supervisor,Manager,1B,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,ATM dan/atau Kartu Debet,AD,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
185.0,8429,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah Cirrus Terdebet Tarik Tunai di ATM BRI,Nasabah Jaringan CIRRUS Gagal Tarik Tunai dan Saldo Berkurang di ATM/CRM BRI,,,,,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,,,,"T2.1 - NFT(ISSUER), T2.2 - Branch(Uker)",1.0,2.0,3.0,,,,,,,,,,,6.0,5.0,Done,LCC-ACQ,Agent,Supervisor,Manager,1B,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,ATM dan/atau Kartu Debet,AD,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
186.0,8431,Resolution Center,Service & Contact Center - CCT,Individu Umum,Transaction Banking,Transaction Solution,Complaint - Transaction,Selisih Kurs,Nasabah Komplain Terkait Selisih Kurs,,,,,,,,,,,Done,T1 - Agent CCT/Frontliner,1.0,,,,,,,,,,,,,1.0,,,LCC-CRC,,,,1A,Regular Banking,Remitance,,,Pemahaman karakteristik produk oleh Konsumen,Uang Kartal,UK,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
187.0,8433,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,"Pembayaran Tagihan Gagal, Saldo Berkurang",Nasabah Komplain Gagal Pembayaran Tagihan dan saldo berkurang,1.0,"1. Pembayaran non-BRIVA
2. Pembayaran BRIVA",,,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,1.0,3.0,Sub: Pembayaran non-BRIVA diskusi dengan POD,"T2.1 - NFT(ISSUER), Include POD(RSP)",1.0,3.0,,,,,,,,,,,,4.0,3.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1B,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,ATM dan/atau Kartu Debet,AD,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
188.0,8434,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,"Pengisian Pulsa HP gagal, Saldo Berkurang",Nasabah Komplain Gagal Pembelian Pulsa dan saldo berkurang,1.0,"1. Provider Pulsa telkomsel
2. Provider Pulsa XL
3. Provider Pulsa Indosat
4. Lain-lain",,,Move to Resolution Center,Stay in NFT,Low,3 ~ 5,4.0,7.0,"Sub: Provider Pulsa (telkomsel,XL, etc)","T2.1 - NFT(ISSUER), Include POD(RSP)",1.0,6.0,,,,,,,,,,,,7.0,6.0,,LCC-ISSUER,Agent,Supervisor,Manager,1B,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,ATM dan/atau Kartu Debet,AD,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
189.0,8435,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal tarik tunai & terdebet di ATM Prima,Nasabah Komplain Gagal Tarik Tunai & Saldo Berkurang di ATM/CRM Prima,,,,,Move to Resolution Center,Stay in NFT,Medium,6 ~ 10,5.0,6.0,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include RINTIS",1.0,6.0,,,,,,,,,,,,7.0,6.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1B,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Transfer Dana,RM,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
190.0,8436,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal transfer & terdebet jaringan ATM Bersama,Nasabah Komplain Gagal Transfer & Saldo Berkurang di ATM/CRM Bersama,,,1,"1. surat pernyataan (matrai)
2. ktp",Move to Resolution Center,Stay in NFT,Low,3 ~ 5,2.0,4.0,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include ARTAJASA",1.0,4.0,,,,,,,,,,,,5.0,4.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1C,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Transfer Dana,RM,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
191.0,8437,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal transfer & terdebet jaringan ATM Prima,Nasabah Komplain Gagal Transfer & Saldo Berkurang di ATM/CRM Prima,,,1,"1. surat pernyataan (matrai)
2. ktp",Move to Resolution Center,Stay in NFT,Low,3 ~ 5,3.0,4.0,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include RINTIS",1.0,4.0,,,,,,,,,,,,5.0,4.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1C,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Transfer Dana,RM,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
192.0,8439,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah BRI gagal transfer & terdebet jaringan ATM Himbara,Nasabah Komplain Gagal Transfer & Saldo Berkurang di ATM/CRM Himbara,,,1,"1. surat pernyataan (matrai)
2. ktp",Move to Resolution Center,Stay in NFT,Low,3 ~ 5,3.0,4.0,,"T2.1 - NFT(ISSUER), Include POD(RSP), Include JALIN",1.0,4.0,,,,,,,,,,,,5.0,4.0,Done,LCC-ISSUER,Agent,Supervisor,Manager,1C,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Transfer Dana,RM,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
193.0,8441,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah ATM Bersama gagal transfer & terdebet ke BRI,Nasabah Jaringan BERSAMA Gagal Transfer ke BRI dan Saldo Berkurang,,,,,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,1.0,10.0,,"T2.1 - NFT(ACQUIRER), T2.2 - Branch(Uker)",1.0,3.0,5.0,,,,,,,,,,,9.0,8.0,Done,LCC-ACQ,Agent,Supervisor,Manager,1B,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Transfer Dana,RM,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
194.0,8442,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah ATM Prima gagal transfer & terdebet ke BRI,Nasabah Jaringan PRIMA Gagal Transfer ke BRI dan Saldo Berkurang,,,,,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,,10.0,,"T2.1 - NFT(ACQUIRER), T2.2 - Branch(Uker)",1.0,3.0,5.0,,,,,,,,,,,9.0,8.0,Done,LCC-ACQ,Agent,Supervisor,Manager,1B,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Transfer Dana,RM,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
195.0,8443,Resolution Center,Service & Contact Center - NFT,All,Transaction Banking,Transaction Solution,Complaint - Transaction,Nasabah ATM Himbara gagal transfer & terdebet ke BRI,Nasabah Jaringan HIMBARA Gagal Transfer ke BRI dan Saldo Berkurang,,,,,Move to Resolution Center,Stay in NFT,Very Low,0 ~ 2,,10.0,,"T2.1 - NFT(ACQUIRER), T2.2 - Branch(Uker)",1.0,3.0,5.0,,,,,,,,,,,9.0,8.0,Done,LCC-ACQ,Agent,Supervisor,Manager,1B,Regular Banking,ATM,,,Gangguan / kerusakan perangkat dan sistem teknologi informasi,Transfer Dana,RM,Permasalahan/kerusakan pada Sistem Teknologi Informasi,20.0
