Call Type Number,Active,Send to Drone?,Additional Details (Formulir Detail),Customer Segment,Product,Sub Product,Case Category,Case Type Description,Sub-Description,List of Required Documents,Team Name,Agent SLA,Level 1 OLA,Level 1 Escalation Team,Level 2 OLA,Level 2 Escalation Team,Level 3 OLA,Level 3 Escalation Team,Level 4 OLA,Level 4 Escalation Team,Total SLA,Total OLA,Maker,Checker,Signer,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,external_id
1721,TRUE,FALSE,"Nasabah mengajukan cicilan Total Tagihan :
Cycle Tagihan :
Nominal : …
Tenor dan Bunga : (3, 6 dan 12 bulan) bunga 0%
Cicilan per-bulan : ( cicilan pokok per-bulan)
Exp Date Kartu : …
Biaya Adm : Free
Avail Installment :

Syarat dan ketentuan yang berlaku disetujui oleh nasabah.

Tolong bantuannya untuk tindak lanjut.
Terima kasih.

copy month profile PCHI
copy avail installment PCIC",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Program Cicilan Total Tagihan Kartu Kredit,,,,1.0,5.0,CDD - Business Operation Team - MSU,,,,,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721
1722,TRUE,FALSE,"Nasabah mengajukan cicilan Belanja Ringan untuk transaksi
Tanggal : (ddmmyy)
Nama merchant/Lokasi :
Nominal :
Tenor :
Bunga :
Cicilan per-bulan :
Exp Date Kartu :
Biaya admin :
Kode Approval Transaksi :
Status Transaksi : PCSD/PCTD/PCAI
 
Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
Tolong bantuannya untuk tindak lanjut.
Terima kasih.

copy avail installment PCIC
copy month profile PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Cicilan atas Transaksi Kartu Kredit yang Belum Terposting,,,,1.0,10.0,CDD - Business Operation Team - MSU,,,,,,,11.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722
1724,TRUE,FALSE,"Nasabah mengajukan Cicilan Transaksi Luar Negeri
Tanggal : (ddmmyy)
Nama merchant/Lokasi :
Nominal :
Tenor :
Bunga :
Cicilan per-bulan :
Exp Date Kartu :
Biaya admin :
Kode Approval Transaksi :
Status Transaksi : PCSD/PCTD/PCAI
 
Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
Tolong bantuannya untuk tindak lanjut.
Terima kasih.

copy avail installment PCIC
copy month profile PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Cicilan atas Transaksi Luar Negeri,,,,1.0,7.0,CDD - Business Operation Team - MSU,,,,,,,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1724
1729,TRUE,FALSE,,Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Nasabah Komplain Perolehan Poin Tidak Sesuai pada Kartu Kredit Co-Branding,,,,1.0,5.0,CDD - Strgy&Prod Credit Card&Dgtl Lend,,,,,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729
1731,TRUE,FALSE,"Nasabah mengajukan cicilan untuk transaksi
Tanggal : (ddmmyy)
Nama merchant/Lokasi :
Nominal :
Tenor :
Bunga :
Cicilan per-bulan :
Exp Date Kartu :
Biaya admin :
Kode Approval Transaksi :
Status Transaksi : PCSD/PCTD/PCAI
 
Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
Tolong bantuannya untuk tindak lanjut.
Terima kasih.

copy avail installment PCIC
copy month profile PCHI",Individu Umum,Loans,Kartu Kredit,Inquiry,Nasabah Menunggak Menanyakan Informasi Tagihan Kartu Kredit (Restruktur),,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731
1738,TRUE,FALSE,"Nasabah mengajukan cicilan Belanja Ringan untuk transaksi
Tanggal : (ddmmyy)
Nama merchant/Lokasi :
Nominal :
Tenor :
Bunga :
Cicilan per-bulan :
Exp Date Kartu :
Biaya admin :
Kode Approval Transaksi :
Status Transaksi : PCSD/PCTD/PCAI


 
Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
Tolong bantuannya untuk tindak lanjut.
Terima kasih.

copy avail installment PCIC
copy month profile PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Cicilan atas Transaksi Kartu Kredit Promtoter,,,,1.0,5.0,CDD - Business Operation Team - MSU,,,,,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1738
1802,TRUE,FALSE,"Merujuk TT : (nomor laporan sebelumnya)
Nasabah melaporkan belum menerima dana segar pada rekeningnya
Nomor rekening tujuan :
Nama pemilik rek tujuan :
Mohon bantuannya. Terima kasih
Copy screen PCIH
Copy screen PCSD/PCTD",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Dana Tunai Kartu Kredit Melalui Telesales (Loan on Phone),,,,1.0,2.0,CDD - Business Operation Team - MSU,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1802
1803,TRUE,FALSE,,Individu Umum,Servicing,"Informasi Promo, Program, Produk",Products / Promotion Inquiry,Nasabah member indogrosir yang sudah tidak aktif dihubungi oleh telesales,,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1803
1806,TRUE,FALSE,"Nasabah komplain promo/fitur kartu kredit : …..
Promo yang berlaku : ….
Promo yang diterima : ….
Sudah dijelaskan sesuai pertanyaan nasabah/pemegang kartu
Catat nomor ponsel nasbah yang dapat dihubungi

Mohon bantuan untuk tindak lanjut. Terima kasih
Copy month profile pchi",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,Nasabah Komplain Terkait Promo dan Program Kartu Kredit,"1. Co-Branding
2. Reguler",,,1.0,3.0,CDD - Marketing Strategy & Data Analitic,2.0,CDD - Business Operation Team - ITEM,,,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1806
1813,TRUE,FALSE,,Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,Nasabah Komplain Terkait BRIpoin Kartu Kredit,,,,1.0,3.0,CDD - Strgy&Prod Credit Card&Dgtl Lend,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1813
1815,TRUE,FALSE,"Nasabah komplain cicilan karena …
Tanggal transaksi : ….
Nama merchant/Lokasi : …
Nominal transaksi : …
Tenor dan Bunga :
Ditagihkan pada tanggal : ….
Cicilan per-bulan :


Copas month profile pchi",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Nasabah Komplain Terkait Konversi Cicilan Kartu Kredit di Merchant Offline,,,,1.0,5.0,CDD - Business Operation Team - MSU,,,,,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815
1816,TRUE,FALSE,"Nasabah komplain cicilan karena …
Tanggal transaksi : ….
Nama merchant/Lokasi : …
Nominal transaksi : …
Tenor dan Bunga :
Ditagihkan pada tanggal : ….
Cicilan per-bulan :


Copas month profile PCHI",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Nasabah Komplain Terkait Konversi Cicilan Kartu Kredit di Merchant Online dan BCCM,,,,1.0,5.0,CDD - Business Operation Team - MSU,,,,,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816
2100,TRUE,FALSE,"Nasabah menanyakan status kartu kredit
Alasan :
Informasi yang disampaikan :

Copy month profile pchi",Individu Umum,Loans,Kartu Kredit,Inquiry,Nasabah Menanyakan Informasi Status Kartu Kredit,,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100
2101,TRUE,FALSE,"Nasabah mengajukan kartu kreditnya untuk bisa digunakan di luar negeri
Mulai tanggal : …
Hingga tanggal : …
Tujuan/Lokasi : …
Nomor ponsel di luar negeri :
Keterangan tambahan : … ( jika tidak ada, field ini dikosongkan )
Tolong bantuannya untuk tindak lanjut.
Terima kasih.

Copy month profile pchi",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pembukaan Parameter Transaksi Kartu Kredit di Luar Negri,,,,1.0,1.0,CDD - ACU - OTO,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101
2201,TRUE,FALSE,"Permintaan pemblokiran KK BRI
Pelapor : ...
Hubungan dengan pelapor : ( jika pelapor adalah ybs, field ini dikosongkan )
Alasan pemblokiran : ...
Tanggal / Jam lapor : ...
Lokasi kejadian (nama tempat/ kota/area): ( jika bukan dikarenakan hilang, field ini dikosongkan )
Tanggal / Jam pemblokiran : ...
Pemblokiran dilakukan oleh : ...
Pengajuan kartu pengganti : ( ya )/ ( tidak, alasan....)
Transaksi terakhir : ( nama merchant )
Tanggal transaksi terakhir : ...
Jam transaksi terakhir :
Nominal : ...
Keterangan tambahan : ( jika tidak ada, field ini dikosongkan )
Transaksi terakhir sudah diinformasikan.

Nasabah setuju dengan biaya penggantian kartu sebesar Rp ............

Kartu pengganti dikirimkan ke alamat ........................

Tolong bantuannya untuk tindak lanjut.
Copy month profile PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pemblokiran Permanen Kartu Kredit (Blok L) dan Penggantian Kartu Kredit,,,,1.0,1.0,CDD - ACU - OTO,1.0,CDD - ACU - CHARGEBACK,3.0,CDD - Clf-1 Credit Card Init - DATAM,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201
2202,TRUE,FALSE,"Pengajuan pemblokiran sementara KK BRI
Pelapor : ...
Hubungan dengan pelapor : ( jika pelapor adalah ybs, field ini dikosongkan )
Alasan pemblokiran : ...
Tanggal / Jam lapor : ...
Lokasi kejadian : ( jika bukan dikarenakan hilang, field ini dikosongkan )
Tanggal / Jam pemblokiran : ...
Pemblokiran dilakukan oleh : ...
Transaksi terakhir : ( nama merchant )
Tanggal transaksi terakhir : ...
Nominal : ...
Keterangan tambahan : ( jika tidak ada, field ini dikosongkan )
Transaksi terakhir sudah diinformasikan.

Agent sarankan untuk menghubungi kembali apabila kartu ditemukan atau tidak ditemukan

Copy Screen PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pemblokiran Sementara Kartu Kredit (Blok R),,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2202
2203,TRUE,FALSE,,Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pemblokiran Kartu Kredit Karena Sanggahan Transaksi,,,,1.0,,,,,,,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203
2204,TRUE,FALSE,"Permintaan pemblokiran KK BRI
Pelapor : ...
Hubungan dengan pelapor : ....
Alasan pemblokiran : ...
Tanggal / Jam lapor : ...
Tanggal / Jam pemblokiran : ...
Pemblokiran dilakukan oleh : ...
alamat email :....

Mohon bantuannya.

copy PCHI",Individu Umum,Loans,Kartu Kredit,Request,Ahli Waris Nasabah Mengajukan Pemblokiran Kartu Kredit Karena Meninggal Dunia,,"1. surat pernyataan
2. ktp
3. kartu kredit
4. ktp nasabah",,1.0,2.0,CDD - Clf-1 Credit Card Init - DATAM,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204
2205,TRUE,FALSE,"Pengajuan pembukaan Blokir R kartu kredit
Alasan pemblokiran : Blok Collection
Tanggal / jam lapor :
No Hp yang bisa dihub :

Copy PCHI ( status kartu blok r dan sesudah buka blok r )
Copy PCIH (status Block Reason)",Individu Umum,Loans,Kartu Kredit,Request,Nasabah dengan Kolektibilitas Sudah Lancar Mengajukan Pembukaan Blokir S/R,,,,1.0,2.0,CDD - Coll Card & Digital Lending,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2205
2206,TRUE,FALSE,"Merujuk tt sebelumnya :
Pengajuan pembukaan Blokir R kartu kredit
Alasan pemblokiran :
Tanggal / jam lapor :
Trx yang diakui : ( Copy transaksi tgl/jam, lokasi dan nominal trx )
No Hp yang bisa dihub :
Pembukaan Blokir R oleh : ............... ( Otorisasi )
waktu buka blokir : tgl ........... pukul .......

Nasabah mengakui transaksi yang dimaksud : (Ya/Tidak)

Copy PCHI ( status kartu blok r dan sesudah buka blok r )",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pembukaan Blokir Sementara Kartu Kredit (Blok R),,"1. surat pernyataan
2. ktp
3. kartu kredit",,1.0,1.0,ORD - Fraud Management & Recovery Desk,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2206
2207,TRUE,FALSE,"Nasabah ingin membatalkan transaksi

Tagihan bulan : ... ( b/s cycle )
Tanggal transaksi : ...
Lokasi transaksi : ... ( nama merchant )
Nominal : Rp. ...
Alasan pengajuan : ...
Keterangan tambahan : ( jika tidak ada, field ini dikosongkan )

Copy PCHI",Individu Umum,Loans,Kartu Kredit,Inquiry,Nasabah Mengajukan Pembatalan Transaksi Kartu Kredit,,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2207
2210,TRUE,FALSE,"Nasabah melaporkan transaksi online tidak dapat dilakukan
Status 3 D secure : (blocked/active)
Solusi :
Menghubungi RMU dengan :
Jam Release 3D Secure :

Copy month profile PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pembukaan Blokir 3D Secure pada Kartu Kredit,,,,1.0,1.0,CDD - ACU - OTO,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210
2300,TRUE,FALSE,"Nasabah menanyakan kartu kreditnya tidak bisa digunakan untuk bertransaksi
Tanggal :
Nominal :
Merchant/lokasi :
Sudah di lakukan pengecekan melalui cardlink / otorisasi oleh CSR.
Solusi :

Copy month profile pchi",Individu Umum,Loans,Kartu Kredit,Inquiry,Nasabah Menanyakan Tidak dapat MelakukanTransaksi Kartu Kredit,"1. Kartu Terblokir
2. Limit Tidak Cukup
3. Kartu Expired
4. Salah Cara Penggunaan",,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300
2304,TRUE,FALSE,"Nasabah melaporkan kartu kreditnya tidak bisa digunakan untuk bertransaksi ...
Tanggal transaksi :
Lokasi transaksi :
Nominal transaksi :
Mesin edc :
Respon transaksi :
Otorisasi dengan …..
Solusi :
Copy month profile",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pembukaan Blokir CVC/CRYPT pada Kartu Kredit,,,,1.0,1.0,CDD - ACU - OTO,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304
2305,TRUE,FALSE,"Nasabah melaporkan kartu kreditnya tidak bisa digunakan untuk bertransaksi ...
Tanggal transaksi :
Lokasi transaksi :
Nominal transaksi :
Mesin edc :
Respon transaksi :
Nomor handphone yang dapat dihubungi
Otorisasi dengan
Copy month profile pchi",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pembukaan Parameter Transaksi Kartu Kredit,,,,1.0,1.0,CDD - ACU - OTO,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2305
2700,TRUE,FALSE,"CSR menjelaskan …..
Copy month profile pchi (jika buka data kartu kredit)

Nasabah berminat pendaftaran autodebet
Nomor Rekening :
Atas Nama :
Jenis pembayaran :minimum/full payment
Email :
Dokumen yang dibutuhkan formulir pendaftaran autodebet, copy KTP dan Kartu Kredit

Copy month profile pchi",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pendaftaran Autodebet Kartu Kredit,,"1. surat pernyataan
2. ktp
3. kartu kredit",,1.0,3.0,CDD - Clf-1 Credit Card Init - DATAM,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700
2701,TRUE,FALSE,"Nasabah mengajukan /pembatalan autodebet
Nomor Rekening :
Atas Nama :
Jenis pembayaran :minimum/full payment
Email nasabah :

Copy month profile pchi
Dokumen yang dibutuhkan surat pernyataan, copy KTP, Kartu kredit",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pembatalan Autodebet Kartu Kredit,,"1. surat pernyataan
2. ktp
3. kartu kredit",,1.0,3.0,CDD - Clf-1 Credit Card Init - DATAM,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2701
2702,TRUE,FALSE,"Nasabah mengajukan refund
Nominal : ... ( b/s cycle )
Alasan :
Nomor Rekening tujuan : (Nama Bank)+ nomor rekening ...
A/n :
Email nasabah :
Nasabah setuju dengan pembebanan biaya sebesar Rp. ...

Dokumen yang dibutuhkan untuk kelebihan pembayaran : fotocopy Kartu kredit BRI, KTP dan buku tabungan halaman depan serta surat pernyataan/ permohonan bermaterai

Tolong bantuannya untuk tindak lanjut.
Copy PCHI

Nasabah mengajukan pengalihan dana
Nominal : ... ( b/s cycle )
Alasan :
Nomor kartu kredit tujuan :
Tolong bantuannya untuk tindak lanjut.

Copy PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pengalihan Dana/Over Booking Kartu kredit,,"1. surat pernyataan
2. ktp
3. kartu kredit",,1.0,3.0,CDD - Business Operation Team - ITEM,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2702
2703,TRUE,FALSE,"Nasabah menanyakan informasi autopayment
CSR informasikan

Nasabah mengajukan pendaftaran autopayment
Jenis autopayment : ( PLN/Telkom/Simpati/ ……)
Nomor id pelanggan :
Atas Nama :
Tanggal cetak tagihan yang akan dibayarkan :
Email nasabah :

Dokumen yang dibutuhkan formulir pendaftaran autopayment: copy KTP dan Kartu Kredit

Copy month profile pchi",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pendaftaran Autopayment Kartu Kredit,,"1. surat pernyataan
2. ktp
3. kartu kredit",,1.0,4.0,CDD - Business Operation Team - LKK,,,,,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2703
2704,TRUE,FALSE,"Nasabah mengajukan pembatalan autopayment
Jenis autopayment : ( PLN/Telkom/Simpati/ ……)
Nomor id pelanggan :
Nama pelanggan :
Alamat email :
Dokumen yang dikirimkan nasabah surat pernyataan, KTP dan Kartu kredit

Copy month profile pchi",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pembatalan Autopayment Kartu Kredit,,"1. surat pernyataan
2. ktp
3. kartu kredit",,1.0,4.0,CDD - Business Operation Team - LKK,,,,,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2704
2705,TRUE,FALSE,"Nasabah mengajukan refund
Nominal : ... ( b/s cycle )
Alasan :
Nomor Rekening tujuan : (Nama Bank)+ nomor rekening ...
A/n :
Email nasabah :
Nasabah setuju dengan pembebanan biaya sebesar Rp. ...

Dokumen yang dibutuhkan untuk kelebihan pembayaran : fotocopy Kartu kredit BRI, KTP dan buku tabungan halaman depan serta surat pernyataan/ permohonan bermaterai

Tolong bantuannya untuk tindak lanjut.
Copy PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pengembalian Dana (Refund) ke BRI atas Pembayaran Kartu Kredit,,"1. surat pernyataan
2. ktp
3. kartu kredit
4. Buku Tabungan",,1.0,5.0,CDD - Business Operation Team - ITEM,,,,,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2705
2706,TRUE,FALSE,"Nasabah mengajukan refund
Nominal : ... ( b/s cycle )
Alasan :
Nomor Rekening tujuan : (Nama Bank)+ nomor rekening ...
A/n :
Email nasabah :
Nasabah setuju dengan pembebanan biaya sebesar Rp. ...

Dokumen yang dibutuhkan untuk kelebihan pembayaran : fotocopy Kartu kredit BRI, KTP dan buku tabungan halaman depan serta surat pernyataan/ permohonan bermaterai

Tolong bantuannya untuk tindak lanjut.
Copy PCHI",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pengembalian Dana (Refund) ke Bank Lain atas Pembayaran Kartu Kredit,,"1. surat pernyataan
2. ktp
3. kartu kredit
4. Buku Tabungan",,1.0,5.0,CDD - Business Operation Team - ITEM,,,,,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2706
2800,TRUE,FALSE,"Nasabah melakukan pembayaran tagihan KK BRI
Tagihan bulan : … ( b/s cycle )
Tanggal : …
Nominal : Rp. …
Melalui : ( sms banking, terminal ATM, phone banking, teller )
Dokumen yang dibutuhkan : bukti transaksi
Email nasabah :
Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
Sudah dilakukan pengecekan, namun pembayaran belum diterima.
Tolong bantuannya untuk tindak lanjut.
Terima kasih.

Salin screen PCHI (screen yang menunjukkan pembayaran terakhir)",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Nasabah Komplain Pembayaran Tagihan Kartu Kredit Belum Masuk,,1. ss bukti pembayaran,,1.0,4.0,CDD - Business Operation Team - ITEM,,,,,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800
2802,TRUE,FALSE,"Nasabah mengajukan complain autodebet ( tidak didebet/ terdebet …. Kali )
Nomer Rekening :
Atas Nama :
Jenis pembayaran :minimum/full payment
Catat informasi dari nasabah (saldo tersedia/tidak)
Mohon ditindaklanjuti terima kasih
Copy month profile",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Nasabah Komplain Pembayaran Auto Debet Kartu Kredit dari Tabungan Tidak Berhasil,,,,1.0,2.0,CDD - Business Operation Team - LKK,1.0,CDD - Business Operation Team - ITEM,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2802
2804,TRUE,FALSE,"Nasabah melaporkan gagal autopayment
Jenis autopayment :
Nomer id pelanggan :
Jumlah :
Atas Nama :
Tanggal cetak tagihan yang akan dibayarkan :
Keterangan:
Mohon ditindaklanjuti
Copy month profile",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Nasabah Komplain Pembayaran Autopayment Kartu Kredit Tidak Berhasil,,,,1.0,3.0,CDD - Business Operation Team - ITEM,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2804
3100,TRUE,FALSE,"Nasabah menanyakan cara penutupan kartu kredit
Alasan tutup kartu kredit :
Saran/edukasi/probing yang disampaikan :
Copy month profile & cur bal",Individu Umum,Loans,Kartu Kredit,Inquiry,"Nasabah Menanyakan Terkait Cara, Syarat & Ketentuan Penutupan Kartu Kredit",,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100
3200,TRUE,FALSE,"Nasabah mengajukan penutupan kartu kredit tambahan
Alaan tutup kartu kredit :
Probing yang dilakukan : …..

Cantumkan alamat E-mail yang terdaftar (jika nasabah meminta surat keterangan Lunas atau surat penutupan Kartu).

Mohon tindaklanjut
Copy month profile & cur bal",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Penutupan Kartu Kredit Tambahan,,,,1.0,3.0,CDD - Clf-1 Credit Card Init - DATAM,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200
3202,TRUE,FALSE,"Nasabah mengajukan penutupan kartu kredit
Alasan tutup kartu kredit
Saran/edukasi/probing yang sudah disampaikan: …..

Cantumkan alamat E-mail yang terdaftar (jika nasabah meminta surat keterangan Lunas atau surat penutupan Kartu).

Mohon tindaklanjut
Copy month profile & cur bal",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Penutupan Kartu Kredit Tanpa Ada Tagihan,,,,1.0,2.0,CDD - Clf-1 Credit Card Init - DATAM,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3202
3203,TRUE,FALSE,"Nasabah mengajukan penutupan kartu kredit
Alasan tutup kartu kredit
Sudah sarankan/edukasi/probing : …..

Cantumkan alamat E-mail yang terdaftar (jika nasabah meminta surat keterangan Lunas atau surat penutupan Kartu).

Mohon tindaklanjut
Copy month profile & cur bal",Individu Umum,Loans,Kartu Kredit,Request,"Nasabah Mengajukan Penutupan Kartu Kredit, Namun Ada Tagihan",,,,1.0,7.0,CDD - Clf-1 Credit Card Init - DATAM,1.0,CDD - Business Operation Team - ITEM,3.0,CDD - Coll Card & Digital Lending,,,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3203
3204,TRUE,FALSE,"Nasabah mengajukan penutupan kartu kredit
Alasan tutup kartu kredit
Sudah sarankan/edukasi/probing : …..
Nomor telpon Nsb yg dapat dihubungi atau Ch keberatan dihubungi kembali karena ….

Cantumkan alamat E-mail yang terdaftar (jika nasabah meminta surat keterangan Lunas atau surat penutupan Kartu).

Mohon tindaklanjut
Copy month profile & cur bal",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Penutupan Kartu Kredit Namun Masih Terdaftar Asuransi,,,,1.0,11.0,CDD - Strgy&Prod Credit Card&Dgtl Lend,2.0,CDD - Clf-1 Credit Card Init - DATAM,,,,,11.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3204
3205,TRUE,FALSE,"Nasabah mengajukan penutupan kartu kredit
Alasan tutup kartu kredit
Sudah sarankan/edukasi/probing : …..
Nomor telpon Nsb yg dapat dihubungi atau Ch keberatan dihubungi kembali karena ….

Cantumkan alamat E-mail yang terdaftar (jika nasabah meminta surat keterangan Lunas atau surat penutupan Kartu).

Mohon tindaklanjut
Copy month profile & cur bal",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Penutupan Kartu Kredit Namun Masih Terdaftar Asuransi dan Ada Tagihan,,,,1.0,11.0,CDD - Strgy&Prod Credit Card&Dgtl Lend,2.0,CDD - Clf-1 Credit Card Init - DATAM,,,,,11.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3205
4200,TRUE,FALSE,"Nasabah pengajuan PIN
Alasan pengajuan PIN :
Respon di WBS :
User WBS yang digunakan :
Copy Month Profile (PCHI)
Copy status pengajuan PIN dari PCMH (untuk pin mailer)",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan PIN Baru Kartu Kredit,,,,1.0,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200
4201,TRUE,FALSE,"Nasabah melakukan permintaan Copy BS
Alasan :
Periode bulan :
Alamat email/ nomor fax :
Salin status kartu kredit (screen PCHI)",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Copy Billing Statement Kartu Kredit,,,,1.0,1.0,CDD - Business Operation Team - Delivery,4.0,SCC - Customer Resolution ,,,,,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4201
4202,TRUE,FALSE,"Merujuk TT (calltype 4203 perubahan data) :
Mohon bantuan untuk penggantian kartu kredit karena nasabah sudah resign dari BRI
Alamat pengiriman baru :
Email nasabah :
Terima kasih.

Salin status kartu kredit (month profile, screen PCHI)",Individu Umum,Loans,Kartu Kredit,Request,Nasabah Mengajukan Pencetakan Kartu Kredit Baru Karena Perubahan BIN atau Salah Nama,,"1. surat pernyataan
2. ktp
3. kartu kredit",,1.0,3.0,CDD - Clf-1 Credit Card Init - DATAM,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4202
