No,Case Types,active,User Grouping_New,Segment,Product,Sub Product,Case Category,Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Suggestion,Suggestion - Breakdown,Level of Effort,"Range of Days 
(Actual SLA)","Actual SLA
(days)","Target SLA 
(days)",BRI Notes,Team Name,T1 - Agent CCT/Frontliner,T2.1 - Supporting Unit,T2.2 - Supporting Unit,T3.1 - Product Owner,T4.1 - Technical Team,Total SLA,New SLA,Status,GIC,Maker,Checker,Signer,Courtesy Awal,Kebutuhan Data,Detail BRICare,Unnamed: 58,external_id
34,1707,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Cicilan 6 bln (Bring 6 bln),Nasabah Mengajukan Cicilan atas Transaksi kartu Kredit,1.0,"1. Cicilan 3 bulan
2. Cicilan 6 bulan
3. Cicilan 12 bulan
4. Cicilan 18 bulan
5. Cicilan 24 bulan",,,No Change,,Very Low,0 ~ 2,1.0,7.0,"Sub: Cicilan 6 bulan, Cicilan 12 bulan, Cicilan Promo, per tanggal 20240530 untuk menambahkan waktu cicilan 3 bulan, 18 bulan dan 24 bulan)",T3.1 - CDD(OPE MSU),1,,,5,,6,5,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,"Nasabah mengajukan cicilan Belanja Ringan untuk transaksi
 Tanggal : (ddmmyy)
 Nama merchant/Lokasi :
 Nominal :
 Tenor : 3/6/12/18/24 Bulan
 Bunga :
 Cicilan per-bulan :
 Exp Date Kartu :
 Biaya admin :
 Kode Approval Transaksi :
 Status Transaksi : PCSD/PCTD/PCAI
 
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 
 copy avail installment PCIC
 copy month profile PCHI",,1707
35,1708,TRUE,"Card, Digital Lending & Assset","Individu Umum, Individu Priority & Private",Loans,Kartu Kredit,Request,"Permintaan Pelunasan Awal Cicilan (Refund Merchant, Dobel Cicilan, Error Cicilan)",Nasabah Mengajukan Pembatalan Cicilan Terhadap Transaksi Kartu Kredit,1.0,"1. Refund Merchant
2. Dobel Cicilan
3. Error Cicilan",,,No Change,,Low,3 ~ 5,2.0,7.0,"Sub: Refund Merchant, Dobel Cicilan, Error Cicilan","T3.1 - CDD(OPE MSU), T3.2 - CDD(ACU OTO)",1,,,5,,6,5,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,"Nasabah mengajukan pelunasan awal cicilan Belanja Ringan untuk transaksi
 
 Nama Merchant :
 Tanggal Transaksi :
 Nominal Transaksi :
 Tenor :
 Bunga :
 Kode Approval Cicilan :
 Cicilan per-bulan :
 Alasan Preterminated :
 Nominal refund :
 Sisa Cicilan :
 Pinalti :
 Sisa bunga yang belum tertagih :
 Koreksi Biaya admin :
 Koreksi bunga yang sudah tertagih :
 
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 copy month profile PCHI",,1708
36,1709,TRUE,"Card, Digital Lending & Assset","Individu Umum, Individu Priority & Private",Loans,Kartu Kredit,Request,Permintaan Pelunasan Awal Cicilan (Request Pemegang Kartu),Nasabah Mengajukan Pelunasan Awal Cicilan,,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Medium,6 ~ 10,6.0,20.0,,"T3.1 - CDD(OPE MSU), T3.2 - CDD(ACU OTO)",1,,,6,,7,6,Done,KKD-OPS-MSU,,,,1C,Credit & Digital Lending,"Nasabah mengajukan pelunasan awal cicilan Belanja Ringan untuk transaksi
 
 Nama Merchant :
 Tanggal Transaksi :
 Nominal Transaksi :
 Tenor :
 Bunga :
 Kode Approval Cicilan :
 Cicilan per-bulan :
 Alasan Preterminated :
 Nominal refund :
 Sisa Cicilan :
 Pinalti :
 Sisa bunga yang belum tertagih :
 Koreksi Biaya admin :
 Koreksi bunga yang sudah tertagih :
 
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 copy month profile PCHI",,1709
37,1711,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Pelunasan Awal Cicilan Transaksi Ecommerce (Divisi RPT),Merchant Mengajukan Pembatalan Cicilan Terhadap Transaksi Kartu Kredit Nasabah BRI (FST),,,,,No Change,,Very Low,0 ~ 2,,20.0,,"T3.1 - CDD(OPE MSU), T3.2 - CDD(ACU OTO)",1,,,5,,6,5,Done,KKD-RMG-OTO,,,,1B,Credit & Digital Lending,"Nasabah mengajukan pelunasan awal cicilan Belanja Ringan untuk transaksi
 
 Nama Merchant :
 Tanggal Transaksi :
 Nominal Transaksi :
 Tenor :
 Bunga :
 Kode Approval Cicilan :
 Cicilan per-bulan :
 Alasan Preterminated :
 Nominal refund :
 Sisa Cicilan :
 Pinalti :
 Sisa bunga yang belum tertagih :
 Koreksi Biaya admin :
 Koreksi bunga yang sudah tertagih :
 
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 copy month profile PCHI",,1711
38,1712,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Pelunasan Awal Cicilan (Reschedule Coll),Nasabah Menunggak Mengajukan Pelunasan Tagihan Kartu Kredit,,,,,No Change,,Very Low,0 ~ 2,,20.0,,"T3.1 - CDD(OPE MSU), T3.2 - CDD(ACU OTO)",1,,,5,,6,5,Done,KKD-RMG-OTO,,,,1B,Credit & Digital Lending,"Nasabah mengajukan pelunasan awal cicilan Belanja Ringan untuk transaksi
 
 Nama Merchant :
 Tanggal Transaksi :
 Nominal Transaksi :
 Tenor :
 Bunga :
 Kode Approval Cicilan :
 Cicilan per-bulan :
 Alasan Preterminated :
 Nominal refund :
 Sisa Cicilan :
 Pinalti :
 Sisa bunga yang belum tertagih :
 Koreksi Biaya admin :
 Koreksi bunga yang sudah tertagih :
 
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 copy month profile PCHI",,1712
39,1713,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Konversi Cicilan Via RPT (RPT=FST),Merchant Mengajuan konversi cicilan transaksi Kartu Kredit BRI,,,,,No Change,Tiket langsung dikirim ke CDD,Extremely High,21 ~ 70,30.0,7.0,Need dicsussion between CDD & FST,"T3.1 - CDD(OPE LKK), T3.2 - CDD(OPE MSU)",,,,8,,8,7,Done,RPT-MCH,,,,1B,Credit & Digital Lending,xxx,,1713
4,1714,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Klaim asuransi kerja sama kartu kredit,Nasabah Mengajukan Klaim Asuransi Kerja Sama Kartu Kredit,,,,,No Change,,Very Low,0 ~ 2,,,New Case Type -,"T3.1 - CDD(SPD SCD), Include Insurance Company",1,,,1,,11,1,Done,KKD-PBK-KKPBK,,,,1B,Credit & Digital Lending,"Nasabah menginginkan klaim asuransi
 Alasan :
 Solusi :
 
 Copy PCHI",,1714
41,1719,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Cicilan Via Telesales,Nasabah Mengajukan Cicilan Melalui Telesales,1.0,"1. Cicilan 3 bulan
2. Cicilan 6 bulan
3. Cicilan 12 bulan
4. Cicilan 18 bulan
5. Cicilan 24 bulan",,,No Change,,Very Low,0 ~ 2,,7.0,"Sub: Cicilan 6 bulan, Cicilan 12 bulan, Cicilan Promo","T1 - Telesales, T3.1 - CDD(OPE MSU)",1,,,5,,6,5,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,"CH mengajukan cicilan belanja ringan via Telesales untuk transaksi
 Tanggal : (ddmmyy)
 Nama merchant/Lokasi :
 Nominal :
 Tenor :
 Bunga :
 Cicilan per-bulan :
 Exp Date Kartu :
 Biaya admin :
 Kode Approval Transaksi :
 Status Transaksi : PCSD/PCTD/PCAI
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 
 copy avail installment PCIC
 copy month profile PCHI",,1719
42,1721,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Program Cicilan Total Tagihan Kartu Kredit,Nasabah Mengajukan Program Cicilan Total Tagihan Kartu Kredit,,,,,No Change,,Very Low,0 ~ 2,,7.0,New Case Type -,T3.1 - CDD(OPE MSU),1,,,5,,6,5,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,"Nasabah mengajukan cicilan Total Tagihan :
 Cycle Tagihan :
 Nominal : …
 Tenor dan Bunga : (3, 6 dan 12 bulan) bunga 0%
 Cicilan per-bulan : ( cicilan pokok per-bulan)
 Exp Date Kartu : …
 Biaya Adm : Free
 Avail Installment :
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 
 copy month profile PCHI
 copy avail installment PCIC",,1721
43,1722,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan cicilan transaksi belum tertagih merchant (masih di PCAI),Nasabah Mengajukan Cicilan atas Transaksi Kartu Kredit yang Belum Terposting,,,,,No Change,,Very Low,0 ~ 2,,14.0,Butuh perpanjangan SLA,T3.1 - CDD(OPE MSU),1,,,1,,11,1,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,"Nasabah mengajukan cicilan Belanja Ringan untuk transaksi
 Tanggal : (ddmmyy)
 Nama merchant/Lokasi :
 Nominal :
 Tenor :
 Bunga :
 Cicilan per-bulan :
 Exp Date Kartu :
 Biaya admin :
 Kode Approval Transaksi :
 Status Transaksi : PCSD/PCTD/PCAI
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 
 copy avail installment PCIC
 copy month profile PCHI",,1722
44,1724,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Cicilan Transaksi Luar Negeri,Nasabah Mengajukan Cicilan atas Transaksi Luar Negeri,,,,,No Change,,Very Low,0 ~ 2,,7.0,,T3.1 - CDD(OPE MSU),1,,,7,,8,7,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,"Nasabah mengajukan Cicilan Transaksi Luar Negeri
 Tanggal : (ddmmyy)
 Nama merchant/Lokasi :
 Nominal :
 Tenor :
 Bunga :
 Cicilan per-bulan :
 Exp Date Kartu :
 Biaya admin :
 Kode Approval Transaksi :
 Status Transaksi : PCSD/PCTD/PCAI
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 
 copy avail installment PCIC
 copy month profile PCHI",,1724
45,1729,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Penukaran poin program kartu kredit,Nasabah Komplain Perolehan Poin Tidak Sesuai pada Kartu Kredit Co-Branding,,,,,No Change,,Medium,6 ~ 10,5.0,,,"T3.1 - CDD(SPD SCD), Include Vendor",1,,,5,,6,5,Done,KKD-PBK-KKPBK,,,,1B,Credit & Digital Lending,xxx,,1729
46,1731,TRUE,Resolution Center,Individu Umum,Loans,Kartu Kredit,Inquiry,Info Tagihan Kartu Kredit ( Blok M / Restrukturisasi ) - (informasi tagihan kartu kredit restruktur),Nasabah Menunggak Menanyakan Informasi Tagihan Kartu Kredit (Restruktur),,,,,Move to Resolution Center,Move to CCT,Low,3 ~ 5,2.0,7.0,,T1 - Agent CCT/Frontliner,1,,,,,1,,Done,KKD-CLL-HC,,,,1A,Credit & Digital Lending,"Jika Nasabah menghubungi Contact BRI melaporkan Cek Pembayaran
Nasabah menanyakan pengecekan pembayaran                        
Tagihan bulan      : … ( b/s cycle )                        
Tanggal : …                        
Nominal : Rp. …                        
Melalui : ( sms banking, terminal ATM, teller )                        
Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )                        
Salin screen PCHI (screen yang menunjukkan pembayaran terakhir)                        
Jika Nasabah menghubungi Contact BRI melaporkan ingin cek tagihan cicilan angsuran keringan pembayaran
Nasabah menanyakan tagihan cicilan angsuran keringanan pembayaran        
Agent sudah sampaikan angsuran sesuai angsuran cicilan         
(agent salin screen PCIH >>> FIXPAYMENT)        


Jika Nasabah menghubungi Contact BRI melaporkan ingin cek tagihan 
Nasabah menanyakan tagihan cicilan angsuran keringanan pembayaran
Agent sudah sampaikan tagihan yang dimaksud nasabah
(agent salin screen PCHI >>> CURR BALANCE)",,1731
47,1738,FALSE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Cicilan KK Promoter,Nasabah Mengajukan Cicilan atas Transaksi Kartu Kredit Promoter,,,,,No Change,,Very Low,0 ~ 2,1.0,7.0,Proposed to Delete - Permintaan dari CDD pada 20240529 ,T3.1 - CDD(OPE MSU),1,,,5,,6,5,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,"Nasabah mengajukan cicilan Belanja Ringan untuk transaksi
 Tanggal : (ddmmyy)
 Nama merchant/Lokasi :
 Nominal :
 Tenor :
 Bunga :
 Cicilan per-bulan :
 Exp Date Kartu :
 Biaya admin :
 Kode Approval Transaksi :
 Status Transaksi : PCSD/PCTD/PCAI
 
 
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 
 copy avail installment PCIC
 copy month profile PCHI",,1738
48,1802,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Program Dana Tunai Telesales (Kartu Kredit - loan on phone),Nasabah Komplain Pengajuan Dana Tunai Kartu Kredit Melalui Telesales (Loan on Phone),,,,,No Change,,Low,3 ~ 5,2.0,,,T3.1 - CDD(OPE MSU),1,,,2,,3,2,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,"Merujuk TT : (nomor laporan sebelumnya)
 Nasabah melaporkan belum menerima dana segar pada rekeningnya
 Nomor rekening tujuan :
 Nama pemilik rek tujuan :
 Mohon bantuannya. Terima kasih
 Copy screen PCIH
 Copy screen PCSD/PCTD",,1802
49,1803,TRUE,Resolution Center,Individu Umum,Servicing,"Informasi Promo, Program, Produk",Products / Promotion Inquiry,Indogrosir,Nasabah member indogrosir yang sudah tidak aktif dihubungi oleh telesales,,,,,,,,,5.0,5.0,"Hold, Data dari vendor belum diterima kembali. TBC SLA, New Case Type -",T1 - Telesales,1,,,5,,6,5,,LCC-CCTCALL,,,,1A,Credit & Digital Lending,"Nasabah bersedia menggunakan QRIS BRI

Nama PIC mercant           : 
Request nama merchant  : MM - (nama merchant yang diinginkan)
Alamat Merchant               : 
No Handphone                  :                 
Kode Member                    :
Nomor rekening BRI aktif  : 

Mohon tindak lanjut
======================
Nasabah tidak bersedia menggunakan QRIS BRI

Nama nasabah                     : 
Alamat                             : 
No Handphone                :                 
Kode Member                  :

Terima kasih",,1803
5,1806,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,promo/program marketing (kartu Kredit),Nasabah Komplain Terkait Promo dan Program Kartu Kredit,1.0,"1. Co-Branding
2. Reguler",,,No Change,,Extremely High,21 ~ 70,26.0,,"Sub: Co-Branding, Reguler","T3.1 - CDD(MPP MSD), T3.2 - CDD(OPE ITEM)",1,,,5,,6,5,Done,KKD-PBK-KKPBK,,,,1B,Credit & Digital Lending,"Nasabah komplain promo/fitur kartu kredit : …..
 Promo yang berlaku : ….
 Promo yang diterima : ….
 Sudah dijelaskan sesuai pertanyaan nasabah/pemegang kartu
 Catat nomor ponsel nasbah yang dapat dihubungi
 
 Mohon bantuan untuk tindak lanjut. Terima kasih
 Copy month profile pchi",,1806
51,1813,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,BRIpoin Kartu Kredit,Nasabah Komplain Terkait BRIpoin Kartu Kredit,,,,,No Change,,Very Low,0 ~ 2,,11.0,New Case Type -,T3.1 - CDD(SPD SCD),1,,,3,,4,3,Done,KKD-PBK-KKPBK,,,,1B,Credit & Digital Lending,"Nasabah Komplain Point Reward :						Jumlah poin yang ditukar :						Jumlah point yang berkurang :						Penukaran untuk jenis barang :						Nomor telepon nasabah :							
Email nasabah :							
Alamat lengkap penerima 							
Pastikan informasi sesuai dengan isi laporan jika komplain tidak terima barang atau tidak sesuai :							
Apabila point ditukar dengan pulsa, tanyakan nomor ponsel sesuai dengan operator pulsanya :	
================================
Nasabah melaporkan E-Voucher belum diterima : 	
	
Keluhan Nasabah :	
Nama Nasabah : 	
No KTP/Loyalty ID :	
Kode Voucher yang sudah diterima :	
Jenis vouchernya apa :	
Berapa jumlah voucher yang di redeem :	
Berapa voucher yang sudah masuk : 	
Berapa voucher yang  belum masuk:	
Tanggal dan jam redeem :	
order number/order id :	
===================================
Nasabah melaporkan Travel (Flight, Hotel, Car) :

Nama Nasabah : 
No KTP/Loyalty ID :
Alamat e-mail : 
Tanggal Redeem : 
Detail booking: 
Hotel (Nama hotel & tanggal menginap) / 
Flight (Tanggal penerbangan & tujuan) / 
Penyewaan mobil (jam dan lokasi penjemputan)

Keluhan Nasabah:

======================================
Nasabah melaporkan E-voucher tidak bisa digunakan/ E-voucher sudah digunakan:	
	
E-voucher tidak bisa digunakan:	
Nama Nasabah : 	
No KTP/Loyalty ID :	
No Handphone:	
Tanggal Redeem : 	
Nama Voucher :	
Denom :	
Jumlah Poin :	
Order ID / Receipt ID :	
	
	
Nasabah melaporkan E-voucher sudah digunakan:	
No KTP/Loyalty ID :	
No Handphone:	
Tanggal Redeem : 	
Nama Voucher :	
Denom :	
Jumlah Poin :	
Order ID / Receipt ID :	
Tanggal Penggunaan Voucher di Merchant :	
Lokasi Penggunaan Voucher di Merchant :	
Keterangan pada merchant/ alasan voucher ditolak :	",,1813
52,1815,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,"Complain Konversi Cicilan (konversi melalui telesales, agent)",Nasabah Komplain Terkait Konversi Cicilan Kartu Kredit di Merchant Offline,,,,,No Change,,Very Low,0 ~ 2,1.0,14.0,,T3.1 - CDD(OPE MSU),1,,,6,,7,6,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,"Nasabah komplain cicilan karena …
 Tanggal transaksi : ….
 Nama merchant/Lokasi : …
 Nominal transaksi : …
 Tenor dan Bunga :
 Ditagihkan pada tanggal : ….
 Cicilan per-bulan :
 
 
 Copas month profile pchi",,1815
53,1816,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,"Complain Konversi Cicilan Channel BRI CC Mobile dan Cobrand (BCCM, Merchant, Ecommerce)",Nasabah Komplain Terkait Konversi Cicilan Kartu Kredit di Merchant Online dan BCCM,,,,,No Change,,Low,3 ~ 5,4.0,14.0,,T3.1 - CDD(OPE MSU),1,,,6,,7,6,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,"Nasabah komplain cicilan karena …
 Tanggal transaksi : ….
 Nama merchant/Lokasi : …
 Nominal transaksi : …
 Tenor dan Bunga :
 Ditagihkan pada tanggal : ….
 Cicilan per-bulan :
 
 
 Copas month profile PCHI",,1816
54,2100,TRUE,Resolution Center,Individu Umum,Loans,Kartu Kredit,Inquiry,Informasi Status Kartu Kredit,Nasabah Menanyakan Informasi Status Kartu Kredit,,,,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,,,,T1 - Agent CCT/Frontliner,1,,,,,1,,Done,KKD-AKK-PLTNM,,,,1A,Credit & Digital Lending,"Nasabah menanyakan status kartu kredit
 Alasan :
 Informasi yang disampaikan :
 
 Copy month profile pchi",,2100
55,2101,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Nasabah informasi pergi ke Luar Negri (kratu kredit - pembukaan parameter untuk transaksi luar negeri),Nasabah Mengajukan Pembukaan Parameter Transaksi Kartu Kredit di Luar Negri,,,,,No Change,,Very Low,0 ~ 2,,,,T3.1 - CDD(ACU OTO),1,,,1,,2,1,Done,KKD-RMG-OTO,,,,1B,Credit & Digital Lending,"Nasabah mengajukan kartu kreditnya untuk bisa digunakan di luar negeri
 Mulai tanggal : …
 Hingga tanggal : …
 Tujuan/Lokasi : …
 Nomor ponsel di luar negeri :
 Keterangan tambahan : … ( jika tidak ada, field ini dikosongkan )
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 
 Copy month profile pchi",,2101
56,2201,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Blokir Kartu Kredit ( blok L ),Nasabah Mengajukan Pemblokiran Permanen Kartu Kredit (Blok L) dan Penggantian Kartu Kredit,,,,,No Change,,Very Low,0 ~ 2,1.0,,,"T3.1 - CDD(ACU OTO), T3.2 - CDD(ACU CHARGEBACK), T3.3 - CDD (CLF-1 DATAM)",1,,,5,,6,5,Done,KKD-CRI-DATAM,,,,1B,Credit & Digital Lending,"Permintaan pemblokiran KK BRI
 Pelapor : ...
 Hubungan dengan pelapor : ( jika pelapor adalah ybs, field ini dikosongkan )
 Alasan pemblokiran : ...
 Tanggal / Jam lapor : ...
 Lokasi kejadian (nama tempat/ kota/area): ( jika bukan dikarenakan hilang, field ini dikosongkan )
 Tanggal / Jam pemblokiran : ...
 Pemblokiran dilakukan oleh : ...
 Pengajuan kartu pengganti : ( ya )/ ( tidak, alasan....)
 Transaksi terakhir : ( nama merchant )
 Tanggal transaksi terakhir : ...
 Jam transaksi terakhir :
 Nominal : ...
 Keterangan tambahan : ( jika tidak ada, field ini dikosongkan )
 Transaksi terakhir sudah diinformasikan.
 
 Nasabah setuju dengan biaya penggantian kartu sebesar Rp ............
 
 Kartu pengganti dikirimkan ke alamat ........................
 
 Tolong bantuannya untuk tindak lanjut.
 Copy month profile PCHI",,2201
57,2202,TRUE,Resolution Center,Individu Umum,Loans,Kartu Kredit,Request,Permintaan blokir sementara ( blok R ),Nasabah Mengajukan Pemblokiran Sementara Kartu Kredit (Blok R),,,,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,,,"Move to CCT, Kalau datang dari ORD tidak harus membuat tiket",T1 - Agent CCT/Frontliner,1,,,,,1,,Done,KKD-RMG-INVEST,,,,1A,Credit & Digital Lending,"Pengajuan pemblokiran sementara KK BRI
 Pelapor : ...
 Hubungan dengan pelapor : ( jika pelapor adalah ybs, field ini dikosongkan )
 Alasan pemblokiran : ...
 Tanggal / Jam lapor : ...
 Lokasi kejadian : ( jika bukan dikarenakan hilang, field ini dikosongkan )
 Tanggal / Jam pemblokiran : ...
 Pemblokiran dilakukan oleh : ...
 Transaksi terakhir : ( nama merchant )
 Tanggal transaksi terakhir : ...
 Nominal : ...
 Keterangan tambahan : ( jika tidak ada, field ini dikosongkan )
 Transaksi terakhir sudah diinformasikan.
 
 Agent sarankan untuk menghubungi kembali apabila kartu ditemukan atau tidak ditemukan
 
 Copy Screen PCHI",,2202
58,2204,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan blokir Kartu Kredit karena meninggal dunia,Ahli Waris Nasabah Mengajukan Pemblokiran Kartu Kredit Karena Meninggal Dunia,,,1,"1. surat pernyataan
2. kartu kredit
3. ktp nasabah dan ahli waris
4. Surat keterangan meninggal dunia",No Change,,Medium,6 ~ 10,8.0,1.0,Document harus lengkap sebelum masuk ke DATAM,T3.1 - CDD(CLF-1 DATAM),1,,,2,,3,2,Done,KKD-CRI-DATAM,,,,1C,Credit & Digital Lending,"Permintaan pemblokiran KK BRI
 Pelapor : ...
 Hubungan dengan pelapor : ....
 Alasan pemblokiran : ...
 Tanggal / Jam lapor : ...
 Tanggal / Jam pemblokiran : ...
 Pemblokiran dilakukan oleh : ...
 alamat email :....
 
 Mohon bantuannya.
 
 copy PCHI",,2204
59,2205,TRUE,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Buka Blokir S / R (Block reason CL),Nasabah dengan Kolektibilitas Sudah Lancar Mengajukan Pembukaan Blokir S/R,,,,,No Change,,Very Low,0 ~ 2,1.0,3.0,,T3.1 - CDD(CLL FE),1,,,3,,4,3,Done,KKD-CLL-BJM,,,,1B,Credit & Digital Lending,"Pengajuan pembukaan Blokir S/R kartu kredit
 Alasan pemblokiran : Blok Collection
 Tanggal / jam lapor :
 No Hp yang bisa dihub :
 
 Copy PCHI ( status kartu blok r dan sesudah buka blok r )
 Copy PCIH (status Block Reason)",ok,2205
6,2206,TRUE,Operational Risk,Individu Umum,Loans,Kartu Kredit,Request,Permintaan buka blokir R kartu kredit,Nasabah Mengajukan Pembukaan Blokir Sementara Kartu Kredit (Blok R),,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Very Low,0 ~ 2,1.0,,,T2.1 - ORD(FBI),1,1,,,,2,1,Done,LCC-FBI,,,,1C,Credit & Digital Lending,"Merujuk tt sebelumnya :
 Pengajuan pembukaan Blokir R kartu kredit
 Alasan pemblokiran :
 Tanggal / jam lapor :
 Trx yang diakui : ( Copy transaksi tgl/jam, lokasi dan nominal trx )
 No Hp yang bisa dihub :
 Pembukaan Blokir R oleh : ............... ( Otorisasi )
 waktu buka blokir : tgl ........... pukul .......
 
 Nasabah mengakui transaksi yang dimaksud : (Ya/Tidak)
 
 Copy PCHI ( status kartu blok r dan sesudah buka blok r )",,2206
