No,Case Types,active,User Grouping_New,Segment,Product,Sub Product,Case Category,Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Suggestion,Suggestion - Breakdown,Level of Effort,"Range of Days 
(Actual SLA)","Actual SLA
(days)","Target SLA 
(days)",BRI Notes,Team Name,T1 - Agent CCT/Frontliner,T2.1 - Supporting Unit,T2.2 - Supporting Unit,T3.1 - Product Owner,T4.1 - Technical Team,Total SLA,New SLA,Status,GIC,Maker,Checker,Signer,Courtesy Awal,Kebutuhan Data,Detail BRICare,Unnamed: 58,external_id,Cleaned Team Name,Level 1 Escalation Team,Level 2 Escalation Team,Level 3 Escalation Team,Level 4 Escalation Team
14.0,1018,True,Digital Banking,Individu Umum,Loans,KTA - Digital,Complaint - Transaction,Nasabah Komplain Pembayaran Tagihan Ceria,Nasabah Komplain Gagal Autodebet Manual CERIA,0.0,,1,"1. Screen Shot tagihan ceria
2. Screen Shot bukti pembayaran",No Change,,Medium,6 ~ 10,6.0,6.0,Done,"T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS CERIA)",1.0,,,3.0,,6.0,5.0,Done,DCE,,,,1B,Credit & Digital Lending,"Nasabah melakukan pembayaran tagihan Akun CERIA				Tagihan bulan      : … ( b/s cycle )					
Tanggal            : …						
Nominal            : Rp. …						
Dokumen yang dibutuhkan : bukti transaksi pembayaran & Screen Capture tagihan					
ID CERIA :						
NO Hp yang didaftarkan :
No rekening :						
						
Tolong bantuannya untuk tindak lanjut. 						
Terima kasih.				",,1018,"T3.1-DDB(Helpdesk),T3.2-DDB(OPSCERIA)",T3.1-DDB(Helpdesk),T3.2-DDB(OPSCERIA),,
15.0,1020,True,"Card, Digital Lending & Assset",Individu Umum,Loans,KTA - Digital,Request,CERIA - Permintaan Perubahan Data Nasabah,Nasabah Mengajukan Perubahan Data Nomor Rekening CERIA,0.0,,1,"1. Buku tabungan tampak depan
2. ktp
3. Surat pernyataan",No Change,,Medium,6 ~ 10,5.0,11.0,"Konfirmasi dengan CDD, Konfirmasi kembali dengan DDB","T3.1 - DDB(Helpdesk), T3.2 - CDD(CLF-1 DATAM)",1.0,,,3.0,,9.0,8.0,Done,DCE,,,,1C,Credit & Digital Lending,"Nasabah mengajukan pergantian Nomor rekening auto debet CERIA
 Dari (rekening lama) :
 Menjadi (rekening baru) : 
 Alasan :
 Alamat email untuk kirim dokumen :
 Tolong bantuannya untuk tindak lanjut. 
 Dokumen yang dibutuhkan : 
 (Buku tabungan tampak depan, Foto KTP nasabah, Surat pernyataan)
 
 Mohon bantuannya. Terima kasih.",,1020,"T3.1-DDB(Helpdesk),T3.2-CDD(CLF-1DATAM)",T3.1-DDB(Helpdesk),T3.2-CDD(CLF-1DATAM),,
16.0,1024,True,Digital Banking,Individu Umum,Loans,KTA - Digital,Request,CERIA - Billing Statement (komplain terkait issue billing statement),Nasabah Mengajukan Permintaan Billing Statement CERIA,0.0,,0,,No Change,,Low,3 ~ 5,4.0,19.0,,"T3.1 - DDB(Helpdesk), T3.2 - DDB(OPS CERIA)",1.0,,,2.0,,5.0,4.0,Done,DCE,,,,1B,Credit & Digital Lending,"Nasabah menanyakan:
 Billing statement / Informasi Tagihan :
 Status Pembayaran:
 Sisa limit: 
 Fee: 
 Bunga: 
 Late charge / akurasi jumlah tagihan :
 (Sudah informasikan cara pengecekan Billing Statement melalui aplikasi CERIA)",,1024,"T3.1-DDB(Helpdesk),T3.2-DDB(OPSCERIA)",T3.1-DDB(Helpdesk),T3.2-DDB(OPSCERIA),,
17.0,1025,True,Resolution Center,Individu Umum,Loans,KTA - Digital,Inquiry,CERIA - Kenaikan Limit,Nasabah Menanyakan Informasi Kenaikan Limit CERIA,0.0,,0,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,0.0,15.0,,T1 - Agent CCT/Frontliner,1.0,,,,,1.0,0.0,Done,DCE,,,,1A,Credit & Digital Lending,xxx,,1025,T1-CCT/Frontliner,,,,
18.0,1027,True,"Card, Digital Lending & Assset",Individu Umum,Loans,KTA - Digital,Request,CERIA - Permintaan Surat Lunas Kolektibilitas,Nasabah Mengajukan Surat Keterangan Lunas Kolektibilitas produk CERIA,0.0,,1,"1. Surat Pernyataan
2. Screen Shot tagihan ceria ",No Change,,High,11 ~ 15,11.0,19.0,Move GIC,T3.1 - CDD(CLL CERIA),1.0,,,8.0,,9.0,8.0,Done,DCE,,,,1C,Credit & Digital Lending,"Nasabah meminta surat Kolektabilitas lancar :
 ID CERIA :
 NO HP yang terdaftar :
 Alasan pengajuan :
 (dokumen surat pernyataan dan Screen Capture info tagihan dari aplikasi CERIA)
 Mohon Bantuan untuk tindaklanjut",,1027,T3.1-CDD(CLLCERIA),T3.1-CDD(CLLCERIA),,,
19.0,1028,True,Digital Banking,Individu Umum,Loans,KTA - Digital,Request,"CERIA - Permintaan Keringanan Bayar, Penjadwalan Ulang Tagihan",Nasabah Mengajukan Keringanan Bayar CERIA,1.0,"1. Reschedule
2. Pelunasan Dengan Discount",1,"1. Screen Shot kolekbilitas tidak lancar
2. Screen Shot tagihan ceria
3. Surat permohonan keringanan bayar
4. ktp nasabah/ahli waris",No Change,,High,11 ~ 15,11.0,15.0,"Sub: Reschedule, Pelunasan Dengan Discount","T3.1 - CDD(CLL CERIA), T3.2 - DDB(OPS CERIA)",1.0,,,7.0,,11.0,10.0,Done,DCE,,,,1C,Credit & Digital Lending,"Nasabah mengajukan keringan pembayaran/Penjadwalan Ulang Tagihan (reschedule)
 ID CERIA :
 NO Hp yg didaftarkan:
 Alasan :
 Nasabah masih aktif bekerja/tidak :
 Keterangan alamat kantor/rumah/nomor telpon yang baru :
 
 Dokumen yang akan dikirimkan :
 Surat permohonan nasabah dan/ atau penanggung atau ahli waris,
 Fotocopy KTP Nasabah dan atau penanggung atau ahli waris,
 tagihan yang lain (jika dibutuhkan)
 screen capture yang menunjukkan kolektibilitas tidak lancar pada aplikasi CERIA",,1028,"T3.1-CDD(CLLCERIA),T3.2-DDB(OPSCERIA)",T3.1-CDD(CLLCERIA),T3.2-DDB(OPSCERIA),,
20.0,1036,True,"Card, Digital Lending & Assset",Individu Umum,Loans,KTA - Digital,Request,"CERIA - Penghapusan bunga, denda keterlambatan dll","Nasabah Mengajukan Penghapusan Bunga, Denda Keterlambatan produk CERIA",0.0,,0,,No Change,,High,11 ~ 15,10.0,8.0,Move GIC,T3.1 - CDD(CLL CERIA),1.0,,,8.0,,9.0,8.0,Done,DCE,,,,1C,Credit & Digital Lending,"Nasabah mengajukan Penghapusan: denda keterlambatan / bunga
 ID CERIA :
 NO HP yg terdaftar :
 Tagihan bulan : ( b/s cycle )
 Nominal : Rp . …
 Alasan pengajuan : ...
 Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.",,1036,T3.1-CDD(CLLCERIA),T3.1-CDD(CLLCERIA),,,
21.0,1038,True,"Card, Digital Lending & Assset",Individu Umum,Loans,KTA - Digital,Fraud / Suspicious Transactions,CERIA - Komplain Transaksi Tidak Diakui,Nasabah Melaporkan Sanggahan Transaksi CERIA,0.0,,1,"1. selfie ktp 2 sisi
2. ktp
3. Surat sanggahan",No Change,,Medium,6 ~ 10,7.0,19.0,,"T3.1 - DDB(Helpdesk), T3.2 - ORD(FBI), T3.3 - CDD(ACU CHARGEBACK)",1.0,,,3.0,,8.0,7.0,Done,DCE,,,,1C,Credit & Digital Lending,"Nasabah melaporkan tidak merasa melakukan transaksi pada akun CERIA 
Nominal transaksi :        
Nama Merchant :                                                         
Tanggal transaksi :                                                         
No Hp nasabah :                                                         
ID CERIA :                                                                 
Keterangan tambahan :                                                         
Copy mutasi transaksi dari CLOS                                                
(Sarankan kirim dokumen : Surat pernyataan, Foto KTP, Foto KTP & Selfie)        ",,1038,"T3.1-DDB(Helpdesk),T3.2-ORD(FBI),T3.3-CDD(ACUCHARGEBACK)",T3.1-DDB(Helpdesk),T3.2-ORD(FBI),T3.3-CDD(ACUCHARGEBACK),
22.0,1100,True,Resolution Center,"Individu Umum, Individu Priority & Private",Loans,Kartu Kredit,Inquiry,"Status Pengajuan Aplikasi, Cara & Syarat [Sanggahan pengajuan kartu kredit]",Nasabah Menanyakan Pengajuan Terkait Produk Kartu Kredit,1.0,"1. Cara, Syarat & Ketentuan
2. Status
3. Pembatalan",0,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,1.0,0.0,"Sub: Cara, Syarat & Ketentuan, Status, Pembatalan",T1 - Agent CCT/Frontliner,1.0,,,,,1.0,0.0,Done,KKD-AKK-ACQPR,,,,1A,Credit & Digital Lending,"Nasabah menanyakan syarat dan ketentuan mengajukan kartu kredit BRI, sudah dijelaskan mengenai …
 (diisi sesuai dengan penjelasan yang diberikan)
 
 rilis
 Nasabah menanyakan status aplikasi kartu kredit.
 Sudah di infokan oleh CSR status kartu kredit yang dimaksud.
 Copy dari LOS.",,1100,T1-CCT/Frontliner,,,,
23.0,1101,True,Operational Risk,Individu Umum,Loans,Kartu Kredit,Fraud / Suspicious Transactions,Sanggahan Pengajuan Kartu Kredit,Nasabah Melaporkan Sanggahan Kepemilikan Kartu Kredit,0.0,,1,"1. Surat Pernyataan Nasabah
2. Ktp
3. selfie ktp 2 sisi
4. Surat Keterangan Bekerja Aktif",No Change,,Very High,16 ~ 20,18.0,14.0,New Case Type -,T2.1 - ORD(FBI),1.0,10.0,,,,11.0,10.0,Done,LCC-FBI,,,,1C,Credit & Digital Lending,"Nasabah melaporkan tidak merasa pengajuan/memiliki/menggunakan kartu kredit BRI
 Nasabah melaporkan tidak merasa pengajuan/memiliki/menggunakan kartu kredit BRI
 namun cek cardlink/LOS sudah ada pengajuan/memiliki/tagihan kartu kredit BRI
 Informasi data nasabah :
 Nama Lengkap :
 Tanggal Lahir :
 Nomor KTP :
 Alamat rumah :
 Nomo kartu kredit yang terdaftar :
 Nomor Hp yang aktif :
 Copy Cur Ball dan 24 month profile dari PCHI
 (sudah sarankan kirim dokumen : KTP, selfi dg ktp, surat pernyataan kronologis, surat keterangan bekerja masih aktif)",,1101,T2.1-ORD(FBI),T2.1-ORD(FBI),,,
24.0,1201,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,Komplain aplikasi Kartu Kredit Co Branding (pengajuan kartu kredit),Nasabah Komplain Pengajuan Aplikasi Kartu Kredit Co-Branding,0.0,,0,,No Change,,Medium,6 ~ 10,9.0,13.0,,T3.1 - CDD(MPP PRN),1.0,,,10.0,,11.0,10.0,Done,KKD-MPP-PRN,,,,1B,Credit & Digital Lending,"Sudah ada hasil status pengajuan kartu kredit Co Branding di LOS :
 
 Nasabah menanyakan status pengajuan aplikasi kartu kredit
 Pengajuan melalui apa:
 Pengajuan ditanggal berapa:
 Nomor KTP:
 Nomor Ponsel yang didaftarkan:
 Sudah infokan hasil pengajuan ( infokan sesuai LOS )
 ( Copy paste hasil pengecekan LOS )
 
 
 Complain kendala pada saat pengajuan Kartu Co Branding :
 Nasabah Complain tidak dapat pengajuan Co Branding :
 Jenis kartu Co Branding :
 Alasan :
 Respon yang muncul di aplikasi :
 Digital Sign : ( terima / tidak terima )
 Alamat email :
 No Hp yang terdaftar di aplikasi :
 Keterangan tambahan :",,1201,T3.1-CDD(MPPPRN),T3.1-CDD(MPPPRN),,,
25.0,1202,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Kartu Tambahan,Nasabah Mengajukan Kartu Kredit Tambahan,1.0,"1. Add-on Basic
2. Add-on Supplement",1,1. ktp orang tambahan,No Change,,Low,3 ~ 5,3.0,14.0,"Sub: Add-on Basic, Add-on Supplement","T3.1 - CDD(CLF-1 SSU), T3.2 - CDD(CLF-1 Verif), T3.3 - CDD(CLF-1 Analyst)",1.0,,,1.0,,6.0,5.0,Done,KKD-AKK-SSU,,,,1C,Credit & Digital Lending,"Nasabah mengajukan permintaan kartu pendamping
 Jenis Kartu : ……
 
 Mohon untuk ditindaklanjuti. Terima kasih
 Cantumkan Month Profile
 
 Nasabah mengajukan permintaan kartu tambahan
 Nama calon pemegang kartu tambahan : ……
 Status Hubungan dengan calon pemegang kartu tambahan : misal suami/ istri/ anak
 
 CSR sudah menyarankan mengirimkan dokumen berupa KTP calon pemegang kartu tambahan.
 Mohon untuk ditindaklanjuti. Terima kasih",,1202,"T3.1-CDD(CLF-1SSU),T3.2-CDD(CLF-1Verif),T3.3-CDD(CLF-1Analyst)",T3.1-CDD(CLF-1SSU),T3.2-CDD(CLF-1Verif),T3.3-CDD(CLF-1Analyst),
26.0,1203,True,Resolution Center,Individu Umum,Loans,Kartu Kredit,Request,Aktivasi Kartu Kredit Melalui Call Center,Nasabah Mengajukan Aktivasi Kartu Kredit,1.0,"1. Nomor Terdaftar
2. Nomor tidak Terdaftar",0,,Move to Resolution Center,,Very Low,0 ~ 2,0.0,0.0,"Sub: Nomor Terdaftar, Nomor tidak Terdaftar",T1 - Agent CCT/Frontliner,1.0,,,,,1.0,0.0,krt,LCC-CCTCALL,,,,1A,Credit & Digital Lending,"Aktivasi kartu kredit < 6 bulan
 No kartu kredit Utama /tambahan:
 Nama pemegang kartu:
 EXP Kartu :
 Jam aktifasi :
 Data Verifikasi : sesuai / tidak sesuai
 salin status kartu kredit screen (PCHI) dan status cetak PIN di screen PCIH",,1203,T1-CCT/Frontliner,,,,
27.0,1204,True,Resolution Center,Individu Umum,Loans,Kartu Kredit,Request,Aktivasi Kartu Kredit Melalui Petugas Proaktivasi,Nasabah Mengajukan Aktivasi Kartu Kredit Melalui Petugas Proaktivasi,0.0,,0,,Move to Resolution Center,,Very Low,0 ~ 2,1.0,0.0,"Proposed to merge as sub in 1203 (if possible bcs 1203 close at agent, 1204 agent--> telesales --> telesales close, but both 1203 & 1204 has same SLA)",T1 - Telesales,1.0,,,,,1.0,0.0,Done,LCC-CCTTELE,,,,1B,Credit & Digital Lending,"Nasabah mengajukan aktivasi kartu kredit tetapi nomor telepon tidak sesuai dengan cardlink
 Nomor yang digunakan untuk menghubungi :
 salin status kartu kredit screen (PCHI)",,1204,T1-Telesales,T1-Telesales,,,
28.0,1210,True,Resolution Center,Individu Umum,Servicing,Mobile Banking,Platform & Device Support,Outbound Call Onboarding BRImo,Nasabah gagal daftar BRIMO dan dihubungi oleh Agent untuk dipandu registrasi,0.0,,0,,,,,,0.0,0.0,Done,T1 - Telesales,1.0,,,,,1.0,0.0,,LCC-CCTCALL,,,,1A,Regular Banking,xxx,,1210,T1-Telesales,T1-Telesales,,,
29.0,1211,True,Resolution Center,"Individu Umum, Individu Priority & Private",Loans,Kartu Kredit,Request,Program Internal Telesales (agent inbound to outbond),Nasabah Mengajukan Cicilan Kartu Kredit Melalui Telesales,1.0,"1. Transaksi >7 Hari
2. Pengajuan Loan on Phone",0,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,0.0,0.0,"Sub: Transaksi >7 Hari, Pengajuan Loan on Phone",T2.1 - Telesales,1.0,1.0,,,,2.0,1.0,Done,LCC-CCTTELE,,,,1B,Credit & Digital Lending,"Nasabah ingin mengikuti program .....
 Nomor telp yang bisa dihubungi : ....
 
 Mohon bantuan tindak lanjut. Terima kasih.
 
 Copy Month Profile PCHI",,1211,T2.1-Telesales,T2.1-Telesales,,,
30.0,1600,True,Resolution Center,Individu Umum,Loans,Kartu Kredit,Products / Promotion Inquiry,Informasi promo dan program kartu kredit,"Nasabah Menanyakan Informasi Promo, Program, dan Asuransi Kartu Kredit",1.0,"1. Program
2. Promo
3. Asuransi",0,,Move to Resolution Center,Move to CCT,Very Low,0 ~ 2,0.0,0.0,"Sub: Promo, Program, Asuransi",T1 - Agent CCT/Frontliner,1.0,,,,,1.0,0.0,Done,KKD-MPP-MSD,,,,1A,Credit & Digital Lending,"Nasabah menanyakan/komplain promo/fitur kartu kredit …..:
 Informasi di library : …………….
 Sudah dijelaskan sesuai pertanyaan nasabah/pemegang kartu
 (mhn dilakukan tindaklanjuti, jika informasi yang ditanyakan nsb tidak ada di library)
 nomor ponsel nasabah yang bisa dihubungi :
 
 copas mths profile pchi",,1600,T1-CCT/Frontliner,,,,
31.0,1700,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Third Party Support,Pendaftaran asuransi kerja sama kartu kredit,Nasabah Mengajukan Pendaftaran Kepesertaan Asuransi Kerja Sama Kartu Kredit,0.0,,0,,No Change,,Medium,6 ~ 10,8.0,20.0,,"T3.1 - CDD(SPD SCD), Include Insurance Company",1.0,,,8.0,,9.0,8.0,Done,KKD-PBK-KKPBK,,,,1B,Credit & Digital Lending,"Nasabah mengajukan pendaftaran asuransi
 Nama asuransi :
 Nomor telepon yang bisa dihubungi :
 Copy month profile pchi",,1700,"T3.1-CDD(SPDSCD),InsuranceCompany",T3.1-CDD(SPDSCD),,,
32.0,1701,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Pembatalan asuransi kerja sama kartu kredit,Nasabah Mengajukan Pembatalan Kepesertaan Asuransi Kerja Sama Kartu Kredit,0.0,,0,,No Change,,Low,3 ~ 5,2.0,0.0,,"T3.1 - CDD(SPD SCD), Include Insurance Company",1.0,,,8.0,,9.0,8.0,Done,KKD-PBK-KKPBK,,,,1B,Credit & Digital Lending,"Nasabah mengajukan pembatalan asuransi….(nama asuransinya)
 Alasan :
 Solusi : Menyarankan menghubungi Perusahaan Asuransi
 Copy PCHI Month Profile",,1701,"T3.1-CDD(SPDSCD),InsuranceCompany",T3.1-CDD(SPDSCD),,,
33.0,1703,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Dana Segar (Loan on phone - kartu kredit),Telesales Melakukan Penawaran Pencairan Dana Tunai Kartu Kredit,1.0,"1. Nasabah Setuju
2. Nasabah Tidak Setuju",0,,Move to Resolution Center,Telesales,Low,3 ~ 5,2.0,7.0,"Sub: Nasabah Setuju Pengajuan(terusin ke MSU), Nasabah Tidak Setuju Pengajuan(Close di agent); Menunggu konfirmasi OLA Telesales","T1 - Telesales, T3.1 - CDD(OPE MSU)",1.0,,,6.0,,7.0,6.0,Partially Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,"CH bersedia ikut program Loan On Phone melalui Telesales
 Nama Ch :
 Nomor Rekening :
 Dana ditransfer :
 Tenor :
 Bunga :
 Cicilan per bulan :
 Administrasi :
 Exp date :
 AVL INSTL :
 
 
 Copy month profile pchi",,1703,"T1-Telesales,T3.1-CDD(OPEMSU)",T1-Telesales,T3.1-CDD(OPEMSU),,
34.0,1707,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Cicilan 6 bln (Bring 6 bln),Nasabah Mengajukan Cicilan atas Transaksi kartu Kredit,1.0,"1. Cicilan 3 bulan
2. Cicilan 6 bulan
3. Cicilan 12 bulan
4. Cicilan 18 bulan
5. Cicilan 24 bulan",0,,No Change,,Very Low,0 ~ 2,1.0,7.0,"Sub: Cicilan 6 bulan, Cicilan 12 bulan, Cicilan Promo, per tanggal 20240530 untuk menambahkan waktu cicilan 3 bulan, 18 bulan dan 24 bulan)",T3.1 - CDD(OPE MSU),1.0,,,5.0,,6.0,5.0,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,"Nasabah mengajukan cicilan Belanja Ringan untuk transaksi
 Tanggal : (ddmmyy)
 Nama merchant/Lokasi :
 Nominal :
 Tenor : 3/6/12/18/24 Bulan
 Bunga :
 Cicilan per-bulan :
 Exp Date Kartu :
 Biaya admin :
 Kode Approval Transaksi :
 Status Transaksi : PCSD/PCTD/PCAI
 
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 
 copy avail installment PCIC
 copy month profile PCHI",,1707,T3.1-CDD(OPEMSU),T3.1-CDD(OPEMSU),,,
35.0,1708,True,"Card, Digital Lending & Assset","Individu Umum, Individu Priority & Private",Loans,Kartu Kredit,Request,"Permintaan Pelunasan Awal Cicilan (Refund Merchant, Dobel Cicilan, Error Cicilan)",Nasabah Mengajukan Pembatalan Cicilan Terhadap Transaksi Kartu Kredit,1.0,"1. Refund Merchant
2. Dobel Cicilan
3. Error Cicilan",0,,No Change,,Low,3 ~ 5,2.0,7.0,"Sub: Refund Merchant, Dobel Cicilan, Error Cicilan","T3.1 - CDD(OPE MSU), T3.2 - CDD(ACU OTO)",1.0,,,3.0,,6.0,5.0,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,"Nasabah mengajukan pelunasan awal cicilan Belanja Ringan untuk transaksi
 
 Nama Merchant :
 Tanggal Transaksi :
 Nominal Transaksi :
 Tenor :
 Bunga :
 Kode Approval Cicilan :
 Cicilan per-bulan :
 Alasan Preterminated :
 Nominal refund :
 Sisa Cicilan :
 Pinalti :
 Sisa bunga yang belum tertagih :
 Koreksi Biaya admin :
 Koreksi bunga yang sudah tertagih :
 
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 copy month profile PCHI",,1708,"T3.1-CDD(OPEMSU),T3.2-CDD(ACUOTO)",T3.1-CDD(OPEMSU),T3.2-CDD(ACUOTO),,
36.0,1709,True,"Card, Digital Lending & Assset","Individu Umum, Individu Priority & Private",Loans,Kartu Kredit,Request,Permintaan Pelunasan Awal Cicilan (Request Pemegang Kartu),Nasabah Mengajukan Pelunasan Awal Cicilan,0.0,,1,"1. surat pernyataan
2. ktp
3. kartu kredit",No Change,,Medium,6 ~ 10,6.0,20.0,,"T3.1 - CDD(OPE MSU), T3.2 - CDD(ACU OTO)",1.0,,,3.0,,7.0,6.0,Done,KKD-OPS-MSU,,,,1C,Credit & Digital Lending,"Nasabah mengajukan pelunasan awal cicilan Belanja Ringan untuk transaksi
 
 Nama Merchant :
 Tanggal Transaksi :
 Nominal Transaksi :
 Tenor :
 Bunga :
 Kode Approval Cicilan :
 Cicilan per-bulan :
 Alasan Preterminated :
 Nominal refund :
 Sisa Cicilan :
 Pinalti :
 Sisa bunga yang belum tertagih :
 Koreksi Biaya admin :
 Koreksi bunga yang sudah tertagih :
 
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 copy month profile PCHI",,1709,"T3.1-CDD(OPEMSU),T3.2-CDD(ACUOTO)",T3.1-CDD(OPEMSU),T3.2-CDD(ACUOTO),,
37.0,1711,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Pelunasan Awal Cicilan Transaksi Ecommerce (Divisi RPT),Merchant Mengajukan Pembatalan Cicilan Terhadap Transaksi Kartu Kredit Nasabah BRI (FST),0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,20.0,,"T3.1 - CDD(OPE MSU), T3.2 - CDD(ACU OTO)",1.0,,,3.0,,6.0,5.0,Done,KKD-RMG-OTO,,,,1B,Credit & Digital Lending,"Nasabah mengajukan pelunasan awal cicilan Belanja Ringan untuk transaksi
 
 Nama Merchant :
 Tanggal Transaksi :
 Nominal Transaksi :
 Tenor :
 Bunga :
 Kode Approval Cicilan :
 Cicilan per-bulan :
 Alasan Preterminated :
 Nominal refund :
 Sisa Cicilan :
 Pinalti :
 Sisa bunga yang belum tertagih :
 Koreksi Biaya admin :
 Koreksi bunga yang sudah tertagih :
 
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 copy month profile PCHI",,1711,"T3.1-CDD(OPEMSU),T3.2-CDD(ACUOTO)",T3.1-CDD(OPEMSU),T3.2-CDD(ACUOTO),,
38.0,1712,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Pelunasan Awal Cicilan (Reschedule Coll),Nasabah Menunggak Mengajukan Pelunasan Tagihan Kartu Kredit,0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,20.0,,"T3.1 - CDD(OPE MSU), T3.2 - CDD(ACU OTO)",1.0,,,3.0,,6.0,5.0,Done,KKD-RMG-OTO,,,,1B,Credit & Digital Lending,"Nasabah mengajukan pelunasan awal cicilan Belanja Ringan untuk transaksi
 
 Nama Merchant :
 Tanggal Transaksi :
 Nominal Transaksi :
 Tenor :
 Bunga :
 Kode Approval Cicilan :
 Cicilan per-bulan :
 Alasan Preterminated :
 Nominal refund :
 Sisa Cicilan :
 Pinalti :
 Sisa bunga yang belum tertagih :
 Koreksi Biaya admin :
 Koreksi bunga yang sudah tertagih :
 
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 copy month profile PCHI",,1712,"T3.1-CDD(OPEMSU),T3.2-CDD(ACUOTO)",T3.1-CDD(OPEMSU),T3.2-CDD(ACUOTO),,
39.0,1713,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Konversi Cicilan Via RPT (RPT=FST),Merchant Mengajuan konversi cicilan transaksi Kartu Kredit BRI,0.0,,0,,No Change,Tiket langsung dikirim ke CDD,Extremely High,21 ~ 70,30.0,7.0,Need dicsussion between CDD & FST,"T3.1 - CDD(OPE LKK), T3.2 - CDD(OPE MSU)",,,,2.0,,8.0,7.0,Done,RPT-MCH,,,,1B,Credit & Digital Lending,xxx,,1713,"T3.1-CDD(OPELKK),T3.2-CDD(OPEMSU)",T3.1-CDD(OPELKK),T3.2-CDD(OPEMSU),,
40.0,1714,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Klaim asuransi kerja sama kartu kredit,Nasabah Mengajukan Klaim Asuransi Kerja Sama Kartu Kredit,0.0,,0,,No Change,,Very Low,0 ~ 2,0.0,0.0,New Case Type -,"T3.1 - CDD(SPD SCD), Include Insurance Company",1.0,,,10.0,,11.0,10.0,Done,KKD-PBK-KKPBK,,,,1B,Credit & Digital Lending,"Nasabah menginginkan klaim asuransi
 Alasan :
 Solusi :
 
 Copy PCHI",,1714,"T3.1-CDD(SPDSCD),InsuranceCompany",T3.1-CDD(SPDSCD),,,
41.0,1719,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Cicilan Via Telesales,Nasabah Mengajukan Cicilan Melalui Telesales,1.0,"1. Cicilan 3 bulan
2. Cicilan 6 bulan
3. Cicilan 12 bulan
4. Cicilan 18 bulan
5. Cicilan 24 bulan",0,,No Change,,Very Low,0 ~ 2,0.0,7.0,"Sub: Cicilan 6 bulan, Cicilan 12 bulan, Cicilan Promo","T1 - Telesales, T3.1 - CDD(OPE MSU)",1.0,,,5.0,,6.0,5.0,Done,KKD-OPS-MSU,,,,1B,Credit & Digital Lending,"CH mengajukan cicilan belanja ringan via Telesales untuk transaksi
 Tanggal : (ddmmyy)
 Nama merchant/Lokasi :
 Nominal :
 Tenor :
 Bunga :
 Cicilan per-bulan :
 Exp Date Kartu :
 Biaya admin :
 Kode Approval Transaksi :
 Status Transaksi : PCSD/PCTD/PCAI
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 
 copy avail installment PCIC
 copy month profile PCHI",,1719,"T1-Telesales,T3.1-CDD(OPEMSU)",T1-Telesales,T3.1-CDD(OPEMSU),,
