No,Case Types,Active,User Grouping_New,Segment,Product,Sub Product,Case Category,Old Case Description,New Case Description,Required Sub-Description,Sub,Doc Intake,List Kebutuhan Dokumen,Agent SCC,Eskalasi Team 1 Full,Eskalasi Team 2 Full,Eskalasi Team 3 Full,Eskalasi Team 4 Full,Agent CCT/Frontliner,OLA Eskalasi team 1,OLA Eskalasi team 2,OLA Eskalasi team 3,OLA Eskalasi team 4,Total SLA,New SLA,New SLA.1,Unnamed: 27,Detail BRICare,external_id
37.0,1711,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Pelunasan Awal Cicilan Transaksi Ecommerce (Divisi RPT),Merchant Mengajukan Pembatalan Cicilan Terhadap Transaksi Kartu Kredit Nasabah BRI (FST),0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - MSU,"CDD - Auth,Chrgbck & UserCo - OTO",,,1.0,3.0,2.0,,,6,5.0,5.0,match,"Nasabah mengajukan pelunasan awal cicilan Belanja Ringan untuk transaksi
 
 Nama Merchant :
 Tanggal Transaksi :
 Nominal Transaksi :
 Tenor :
 Bunga :
 Kode Approval Cicilan :
 Cicilan per-bulan :
 Alasan Preterminated :
 Nominal refund :
 Sisa Cicilan :
 Pinalti :
 Sisa bunga yang belum tertagih :
 Koreksi Biaya admin :
 Koreksi bunga yang sudah tertagih :
 
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 copy month profile PCHI",1711
38.0,1712,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Pelunasan Awal Cicilan (Reschedule Coll),Nasabah Menunggak Mengajukan Pelunasan Tagihan Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - MSU,"CDD - Auth,Chrgbck & UserCo - OTO",,,1.0,3.0,2.0,,,6,5.0,5.0,match,"Nasabah mengajukan pelunasan awal cicilan Belanja Ringan untuk transaksi
 
 Nama Merchant :
 Tanggal Transaksi :
 Nominal Transaksi :
 Tenor :
 Bunga :
 Kode Approval Cicilan :
 Cicilan per-bulan :
 Alasan Preterminated :
 Nominal refund :
 Sisa Cicilan :
 Pinalti :
 Sisa bunga yang belum tertagih :
 Koreksi Biaya admin :
 Koreksi bunga yang sudah tertagih :
 
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 copy month profile PCHI",1712
39.0,1713,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Konversi Cicilan Via RPT (RPT=FST),Merchant Mengajuan konversi cicilan transaksi Kartu Kredit BRI,0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - LKK,CDD - Business Operation Team - MSU,,,1.0,2.0,6.0,,,9,8.0,8.0,match,xxx,1713
40.0,1714,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Klaim asuransi kerja sama kartu kredit,Nasabah Mengajukan Klaim Asuransi Kerja Sama Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,CDD - Strgy&Prod Credit Card&Dgtl Lend,,,,1.0,10.0,,,,11,10.0,10.0,match,"Nasabah menginginkan klaim asuransi
 Alasan :
 Solusi :
 
 Copy PCHI",1714
41.0,1719,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Cicilan Via Telesales,Nasabah Mengajukan Cicilan Melalui Telesales,1.0,"1. Cicilan 3 bulan
2. Cicilan 6 bulan
3. Cicilan 12 bulan
4. Cicilan 18 bulan
5. Cicilan 24 bulan",0.0,,Agent CCT/Frontliner,SCC - Contact Center  - Telesales,CDD - Business Operation Team - MSU,,,1.0,5.0,,,,6,5.0,5.0,match,"CH mengajukan cicilan belanja ringan via Telesales untuk transaksi
 Tanggal : (ddmmyy)
 Nama merchant/Lokasi :
 Nominal :
 Tenor :
 Bunga :
 Cicilan per-bulan :
 Exp Date Kartu :
 Biaya admin :
 Kode Approval Transaksi :
 Status Transaksi : PCSD/PCTD/PCAI
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 
 copy avail installment PCIC
 copy month profile PCHI",1719
42.0,1721,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Program Cicilan Total Tagihan Kartu Kredit,Nasabah Mengajukan Program Cicilan Total Tagihan Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - MSU,,,,1.0,5.0,,,,6,5.0,5.0,match,"Nasabah mengajukan cicilan Total Tagihan :
 Cycle Tagihan :
 Nominal : …
 Tenor dan Bunga : (3, 6 dan 12 bulan) bunga 0%
 Cicilan per-bulan : ( cicilan pokok per-bulan)
 Exp Date Kartu : …
 Biaya Adm : Free
 Avail Installment :
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 
 copy month profile PCHI
 copy avail installment PCIC",1721
43.0,1722,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan cicilan transaksi belum tertagih merchant (masih di PCAI),Nasabah Mengajukan Cicilan atas Transaksi Kartu Kredit yang Belum Terposting,0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - MSU,,,,1.0,10.0,,,,11,10.0,10.0,match,"Nasabah mengajukan cicilan Belanja Ringan untuk transaksi
 Tanggal : (ddmmyy)
 Nama merchant/Lokasi :
 Nominal :
 Tenor :
 Bunga :
 Cicilan per-bulan :
 Exp Date Kartu :
 Biaya admin :
 Kode Approval Transaksi :
 Status Transaksi : PCSD/PCTD/PCAI
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 
 copy avail installment PCIC
 copy month profile PCHI",1722
44.0,1724,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Cicilan Transaksi Luar Negeri,Nasabah Mengajukan Cicilan atas Transaksi Luar Negeri,0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - MSU,,,,1.0,7.0,,,,8,7.0,7.0,match,"Nasabah mengajukan Cicilan Transaksi Luar Negeri
 Tanggal : (ddmmyy)
 Nama merchant/Lokasi :
 Nominal :
 Tenor :
 Bunga :
 Cicilan per-bulan :
 Exp Date Kartu :
 Biaya admin :
 Kode Approval Transaksi :
 Status Transaksi : PCSD/PCTD/PCAI
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 
 copy avail installment PCIC
 copy month profile PCHI",1724
45.0,1729,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,Penukaran poin program kartu kredit,Nasabah Komplain Perolehan Poin Tidak Sesuai pada Kartu Kredit Co-Branding,0.0,,0.0,,Agent CCT/Frontliner,CDD - Strgy&Prod Credit Card&Dgtl Lend,,,,1.0,5.0,,,,6,5.0,5.0,match,xxx,1729
46.0,1731,True,Resolution Center,Individu Umum,Loans,Kartu Kredit,Inquiry,Info Tagihan Kartu Kredit ( Blok M / Restrukturisasi ) - (informasi tagihan kartu kredit restruktur),Nasabah Menunggak Menanyakan Informasi Tagihan Kartu Kredit (Restruktur),0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,"Jika Nasabah menghubungi Contact BRI melaporkan Cek Pembayaran
Nasabah menanyakan pengecekan pembayaran                        
Tagihan bulan      : … ( b/s cycle )                        
Tanggal : …                        
Nominal : Rp. …                        
Melalui : ( sms banking, terminal ATM, teller )                        
Keterangan tambahan: ( jika tidak ada, field ini dikosongkan )                        
Salin screen PCHI (screen yang menunjukkan pembayaran terakhir)                        
Jika Nasabah menghubungi Contact BRI melaporkan ingin cek tagihan cicilan angsuran keringan pembayaran
Nasabah menanyakan tagihan cicilan angsuran keringanan pembayaran        
Agent sudah sampaikan angsuran sesuai angsuran cicilan         
(agent salin screen PCIH >>> FIXPAYMENT)        


Jika Nasabah menghubungi Contact BRI melaporkan ingin cek tagihan 
Nasabah menanyakan tagihan cicilan angsuran keringanan pembayaran
Agent sudah sampaikan tagihan yang dimaksud nasabah
(agent salin screen PCHI >>> CURR BALANCE)",1731
47.0,1738,False,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Cicilan KK Promoter,Nasabah Mengajukan Cicilan atas Transaksi Kartu Kredit Promoter,0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - MSU,,,,1.0,5.0,,,,6,5.0,5.0,match,"Nasabah mengajukan cicilan Belanja Ringan untuk transaksi
 Tanggal : (ddmmyy)
 Nama merchant/Lokasi :
 Nominal :
 Tenor :
 Bunga :
 Cicilan per-bulan :
 Exp Date Kartu :
 Biaya admin :
 Kode Approval Transaksi :
 Status Transaksi : PCSD/PCTD/PCAI
 
 
 
 Syarat dan ketentuan yang berlaku disetujui oleh nasabah.
 
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 
 copy avail installment PCIC
 copy month profile PCHI",1738
48.0,1802,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Program Dana Tunai Telesales (Kartu Kredit - loan on phone),Nasabah Komplain Pengajuan Dana Tunai Kartu Kredit Melalui Telesales (Loan on Phone),0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - MSU,,,,1.0,2.0,,,,3,2.0,2.0,match,"Merujuk TT : (nomor laporan sebelumnya)
 Nasabah melaporkan belum menerima dana segar pada rekeningnya
 Nomor rekening tujuan :
 Nama pemilik rek tujuan :
 Mohon bantuannya. Terima kasih
 Copy screen PCIH
 Copy screen PCSD/PCTD",1802
49.0,1803,True,Resolution Center,Individu Umum,Servicing,"Informasi Promo, Program, Produk",Products / Promotion Inquiry,Indogrosir,Nasabah member indogrosir yang sudah tidak aktif dihubungi oleh telesales,0.0,,0.0,,Agent CCT/Frontliner,SCC - Contact Center  - Telesales,,,,1.0,5.0,,,,6,5.0,5.0,match,"Nasabah bersedia menggunakan QRIS BRI

Nama PIC mercant           : 
Request nama merchant  : MM - (nama merchant yang diinginkan)
Alamat Merchant               : 
No Handphone                  :                 
Kode Member                    :
Nomor rekening BRI aktif  : 

Mohon tindak lanjut
======================
Nasabah tidak bersedia menggunakan QRIS BRI

Nama nasabah                     : 
Alamat                             : 
No Handphone                :                 
Kode Member                  :

Terima kasih",1803
50.0,1806,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,promo/program marketing (kartu Kredit),Nasabah Komplain Terkait Promo dan Program Kartu Kredit,1.0,"1. Co-Branding
2. Reguler",0.0,,Agent CCT/Frontliner,CDD - Marketing Strategy & Data Analitic,CDD - Business Operation Team - ITEM,,,1.0,3.0,2.0,,,6,5.0,5.0,match,"Nasabah komplain promo/fitur kartu kredit : …..
 Promo yang berlaku : ….
 Promo yang diterima : ….
 Sudah dijelaskan sesuai pertanyaan nasabah/pemegang kartu
 Catat nomor ponsel nasbah yang dapat dihubungi
 
 Mohon bantuan untuk tindak lanjut. Terima kasih
 Copy month profile pchi",1806
51.0,1813,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Non-Transaction,BRIpoin Kartu Kredit,Nasabah Komplain Terkait BRIpoin Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,CDD - Strgy&Prod Credit Card&Dgtl Lend,,,,1.0,3.0,,,,4,3.0,3.0,match,"Nasabah Komplain Point Reward :						Jumlah poin yang ditukar :						Jumlah point yang berkurang :						Penukaran untuk jenis barang :						Nomor telepon nasabah :							
Email nasabah :							
Alamat lengkap penerima 							
Pastikan informasi sesuai dengan isi laporan jika komplain tidak terima barang atau tidak sesuai :							
Apabila point ditukar dengan pulsa, tanyakan nomor ponsel sesuai dengan operator pulsanya :	
================================
Nasabah melaporkan E-Voucher belum diterima : 	
	
Keluhan Nasabah :	
Nama Nasabah : 	
No KTP/Loyalty ID :	
Kode Voucher yang sudah diterima :	
Jenis vouchernya apa :	
Berapa jumlah voucher yang di redeem :	
Berapa voucher yang sudah masuk : 	
Berapa voucher yang  belum masuk:	
Tanggal dan jam redeem :	
order number/order id :	
===================================
Nasabah melaporkan Travel (Flight, Hotel, Car) :

Nama Nasabah : 
No KTP/Loyalty ID :
Alamat e-mail : 
Tanggal Redeem : 
Detail booking: 
Hotel (Nama hotel & tanggal menginap) / 
Flight (Tanggal penerbangan & tujuan) / 
Penyewaan mobil (jam dan lokasi penjemputan)

Keluhan Nasabah:

======================================
Nasabah melaporkan E-voucher tidak bisa digunakan/ E-voucher sudah digunakan:	
	
E-voucher tidak bisa digunakan:	
Nama Nasabah : 	
No KTP/Loyalty ID :	
No Handphone:	
Tanggal Redeem : 	
Nama Voucher :	
Denom :	
Jumlah Poin :	
Order ID / Receipt ID :	
	
	
Nasabah melaporkan E-voucher sudah digunakan:	
No KTP/Loyalty ID :	
No Handphone:	
Tanggal Redeem : 	
Nama Voucher :	
Denom :	
Jumlah Poin :	
Order ID / Receipt ID :	
Tanggal Penggunaan Voucher di Merchant :	
Lokasi Penggunaan Voucher di Merchant :	
Keterangan pada merchant/ alasan voucher ditolak :	",1813
52.0,1815,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,"Complain Konversi Cicilan (konversi melalui telesales, agent)",Nasabah Komplain Terkait Konversi Cicilan Kartu Kredit di Merchant Offline,0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - MSU,,,,1.0,6.0,,,,7,6.0,6.0,match,"Nasabah komplain cicilan karena …
 Tanggal transaksi : ….
 Nama merchant/Lokasi : …
 Nominal transaksi : …
 Tenor dan Bunga :
 Ditagihkan pada tanggal : ….
 Cicilan per-bulan :
 
 
 Copas month profile pchi",1815
53.0,1816,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Complaint - Transaction,"Complain Konversi Cicilan Channel BRI CC Mobile dan Cobrand (BCCM, Merchant, Ecommerce)",Nasabah Komplain Terkait Konversi Cicilan Kartu Kredit di Merchant Online dan BCCM,0.0,,0.0,,Agent CCT/Frontliner,CDD - Business Operation Team - MSU,,,,1.0,6.0,,,,7,6.0,6.0,match,"Nasabah komplain cicilan karena …
 Tanggal transaksi : ….
 Nama merchant/Lokasi : …
 Nominal transaksi : …
 Tenor dan Bunga :
 Ditagihkan pada tanggal : ….
 Cicilan per-bulan :
 
 
 Copas month profile PCHI",1816
54.0,2100,True,Resolution Center,Individu Umum,Loans,Kartu Kredit,Inquiry,Informasi Status Kartu Kredit,Nasabah Menanyakan Informasi Status Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,"Nasabah menanyakan status kartu kredit
 Alasan :
 Informasi yang disampaikan :
 
 Copy month profile pchi",2100
55.0,2101,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Nasabah informasi pergi ke Luar Negri (kratu kredit - pembukaan parameter untuk transaksi luar negeri),Nasabah Mengajukan Pembukaan Parameter Transaksi Kartu Kredit di Luar Negri,0.0,,0.0,,Agent CCT/Frontliner,"CDD - Auth,Chrgbck & UserCo - OTO",,,,1.0,1.0,,,,2,1.0,1.0,match,"Nasabah mengajukan kartu kreditnya untuk bisa digunakan di luar negeri
 Mulai tanggal : …
 Hingga tanggal : …
 Tujuan/Lokasi : …
 Nomor ponsel di luar negeri :
 Keterangan tambahan : … ( jika tidak ada, field ini dikosongkan )
 Tolong bantuannya untuk tindak lanjut.
 Terima kasih.
 
 Copy month profile pchi",2101
56.0,2201,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Blokir Kartu Kredit ( blok L ),Nasabah Mengajukan Pemblokiran Permanen Kartu Kredit (Blok L) dan Penggantian Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,"CDD - Auth,Chrgbck & UserCo - OTO","CDD - Auth,Chrgbck & UserCo - CHARGEBACK",CDD - Clf-1 Credit Card Init - DATAM,,1.0,1.0,1.0,3.0,,6,5.0,5.0,match,"Permintaan pemblokiran KK BRI
 Pelapor : ...
 Hubungan dengan pelapor : ( jika pelapor adalah ybs, field ini dikosongkan )
 Alasan pemblokiran : ...
 Tanggal / Jam lapor : ...
 Lokasi kejadian (nama tempat/ kota/area): ( jika bukan dikarenakan hilang, field ini dikosongkan )
 Tanggal / Jam pemblokiran : ...
 Pemblokiran dilakukan oleh : ...
 Pengajuan kartu pengganti : ( ya )/ ( tidak, alasan....)
 Transaksi terakhir : ( nama merchant )
 Tanggal transaksi terakhir : ...
 Jam transaksi terakhir :
 Nominal : ...
 Keterangan tambahan : ( jika tidak ada, field ini dikosongkan )
 Transaksi terakhir sudah diinformasikan.
 
 Nasabah setuju dengan biaya penggantian kartu sebesar Rp ............
 
 Kartu pengganti dikirimkan ke alamat ........................
 
 Tolong bantuannya untuk tindak lanjut.
 Copy month profile PCHI",2201
57.0,2202,True,Resolution Center,Individu Umum,Loans,Kartu Kredit,Request,Permintaan blokir sementara ( blok R ),Nasabah Mengajukan Pemblokiran Sementara Kartu Kredit (Blok R),0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,"Pengajuan pemblokiran sementara KK BRI
 Pelapor : ...
 Hubungan dengan pelapor : ( jika pelapor adalah ybs, field ini dikosongkan )
 Alasan pemblokiran : ...
 Tanggal / Jam lapor : ...
 Lokasi kejadian : ( jika bukan dikarenakan hilang, field ini dikosongkan )
 Tanggal / Jam pemblokiran : ...
 Pemblokiran dilakukan oleh : ...
 Transaksi terakhir : ( nama merchant )
 Tanggal transaksi terakhir : ...
 Nominal : ...
 Keterangan tambahan : ( jika tidak ada, field ini dikosongkan )
 Transaksi terakhir sudah diinformasikan.
 
 Agent sarankan untuk menghubungi kembali apabila kartu ditemukan atau tidak ditemukan
 
 Copy Screen PCHI",2202
58.0,2204,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan blokir Kartu Kredit karena meninggal dunia,Ahli Waris Nasabah Mengajukan Pemblokiran Kartu Kredit Karena Meninggal Dunia,0.0,,1.0,"1. Surat Pernyataan
2. Kartu Kredit
3. KTP Nasabah Dan Ahli Waris
4. Surat Keterangan Meninggal Dunia",Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - DATAM,,,,1.0,2.0,,,,3,2.0,2.0,match,"Permintaan pemblokiran KK BRI
 Pelapor : ...
 Hubungan dengan pelapor : ....
 Alasan pemblokiran : ...
 Tanggal / Jam lapor : ...
 Tanggal / Jam pemblokiran : ...
 Pemblokiran dilakukan oleh : ...
 alamat email :....
 
 Mohon bantuannya.
 
 copy PCHI",2204
59.0,2205,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Buka Blokir S / R (Block reason CL),Nasabah dengan Kolektibilitas Sudah Lancar Mengajukan Pembukaan Blokir S/R,0.0,,0.0,,Agent CCT/Frontliner,CDD - Coll Card & Digital Lending - FE,,,,1.0,3.0,,,,4,3.0,3.0,match,"Pengajuan pembukaan Blokir S/R kartu kredit
 Alasan pemblokiran : Blok Collection
 Tanggal / jam lapor :
 No Hp yang bisa dihub :
 
 Copy PCHI ( status kartu blok r dan sesudah buka blok r )
 Copy PCIH (status Block Reason)",2205
60.0,2206,True,Operational Risk,Individu Umum,Loans,Kartu Kredit,Request,Permintaan buka blokir R kartu kredit,Nasabah Mengajukan Pembukaan Blokir Sementara Kartu Kredit (Blok R),0.0,,1.0,"1. Surat Pernyataan
2. KTP
3. Kartu Kredit",Agent CCT/Frontliner,ORD - Fraud Management & Recovery Desk,,,,1.0,1.0,,,,2,1.0,1.0,match,"Merujuk tt sebelumnya :
 Pengajuan pembukaan Blokir R kartu kredit
 Alasan pemblokiran :
 Tanggal / jam lapor :
 Trx yang diakui : ( Copy transaksi tgl/jam, lokasi dan nominal trx )
 No Hp yang bisa dihub :
 Pembukaan Blokir R oleh : ............... ( Otorisasi )
 waktu buka blokir : tgl ........... pukul .......
 
 Nasabah mengakui transaksi yang dimaksud : (Ya/Tidak)
 
 Copy PCHI ( status kartu blok r dan sesudah buka blok r )",2206
61.0,2207,True,Resolution Center,Individu Umum,Loans,Kartu Kredit,Inquiry,Pembatalan transaksi (produk kartu kredit),Nasabah Mengajukan Pembatalan Transaksi Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,"Nasabah ingin membatalkan transaksi
 
 Tagihan bulan : ... ( b/s cycle )
 Tanggal transaksi : ...
 Lokasi transaksi : ... ( nama merchant )
 Nominal : Rp. ...
 Alasan pengajuan : ...
 Keterangan tambahan : ( jika tidak ada, field ini dikosongkan )
 
 Copy PCHI",2207
62.0,2210,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan pembukaan blokir 3D Secure,Nasabah Mengajukan Pembukaan Blokir 3D Secure pada Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,"CDD - Auth,Chrgbck & UserCo - OTO",,,,1.0,1.0,,,,2,1.0,1.0,match,"Nasabah melaporkan transaksi online tidak dapat dilakukan
 Status 3 D secure : (blocked/active)
 Solusi :
 Menghubungi RMU dengan :
 Jam Release 3D Secure :
 
 Copy month profile PCHI",2210
63.0,2300,True,Resolution Center,Individu Umum,Loans,Kartu Kredit,Inquiry,Informasi Transaksi Kartu Kredit Ditolak,Nasabah Menanyakan Tidak dapat Melakukan Transaksi Kartu Kredit,1.0,"1. Kartu Terblokir
2. Limit Tidak Cukup
3. Kartu Expired
4. Salah Cara Penggunaan",0.0,,Agent CCT/Frontliner,,,,,1.0,,,,,1,0.0,0.0,match,"Nasabah menanyakan kartu kreditnya tidak bisa digunakan untuk bertransaksi
 Tanggal :
 Nominal :
 Merchant/lokasi :
 Sudah di lakukan pengecekan melalui cardlink / otorisasi oleh CSR.
 Solusi :
 
 Copy month profile pchi",2300
64.0,2304,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Permintaan Pembukaan CVC/CRYPT pada Kartu Kredit,Nasabah Mengajukan Pembukaan Blokir CVC/CRYPT pada Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,"CDD - Auth,Chrgbck & UserCo - OTO",,,,1.0,1.0,,,,2,1.0,1.0,match,"Nasabah melaporkan kartu kreditnya tidak bisa digunakan untuk bertransaksi ...
 Tanggal transaksi :
 Nama Merchant :
 Nominal transaksi :
 Respon transaksi :
 Otorisasi dengan …..
 Solusi :
 Copy month profile",2304
65.0,2305,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Transaksi Kartu Kredit ditolak karena parameter (propose to change the wording),Nasabah Mengajukan Pembukaan Parameter Transaksi Kartu Kredit,0.0,,0.0,,Agent CCT/Frontliner,"CDD - Auth,Chrgbck & UserCo - OTO",,,,1.0,1.0,,,,2,1.0,1.0,match,"Nasabah melaporkan kartu kreditnya tidak bisa digunakan untuk bertransaksi ...
 Tanggal transaksi :
 Lokasi transaksi :
 Nominal transaksi :
 Mesin edc :
 Respon transaksi :
 Nomor handphone yang dapat dihubungi
 Otorisasi dengan
 Copy month profile pchi",2305
66.0,2700,True,"Card, Digital Lending & Assset",Individu Umum,Loans,Kartu Kredit,Request,Informasi dan Pendaftaran Autodebet Kartu Kredit,Nasabah Mengajukan Pendaftaran Autodebet Kartu Kredit,0.0,,1.0,"1. Surat Kuasa Permohonan Transfer Otomatis (Template Dari Agent)
2. KTP
3. Kartu Kredit",Agent CCT/Frontliner,CDD - Clf-1 Credit Card Init - DATAM,,,,1.0,3.0,,,,4,3.0,3.0,match,"CSR menjelaskan …..
 Copy month profile pchi (jika buka data kartu kredit)
 
 Nasabah berminat pendaftaran autodebet
 Nomor Rekening :
 Atas Nama :
 Jenis pembayaran :minimum/full payment
 Email :
 Dokumen yang dibutuhkan formulir pendaftaran autodebet, copy KTP dan Kartu Kredit
 
 Copy month profile pchi",2700
